DISTINCT_MIRNA_HAIRPINS_ACCUMULATED_COUNT	CD14_S3
0	0
1	0
2	1
3	2
4	2
5	2
6	2
7	2
8	2
9	4
10	4
11	5
12	5
13	5
14	6
15	6
16	6
17	6
18	6
19	8
20	8
21	8
22	10
23	10
24	12
25	15
26	15
27	16
28	21
29	28
30	29
31	29
32	29
33	30
34	30
35	30
36	30
37	30
38	30
39	30
40	30
41	30
42	34
43	34
44	49
45	49
46	58
47	62
48	69
49	77
50	77
51	86
52	110
53	111
54	179
55	179
56	179
57	214
58	217
59	229
60	231
61	231
62	241
63	273
64	301
65	304
66	304
67	316
68	319
69	325
70	325
71	325
72	325
73	325
74	367
75	367
76	367
77	379
78	379
79	379
80	379
81	388
82	420
83	459
84	590
85	637
86	707
87	820
88	888
89	966
90	966
91	966
92	966
93	966
94	1050
95	1050
96	1074
97	1110
98	1136
99	1149
100	1149
101	1149
102	1190
103	1190
104	1197
105	1251
106	1276
107	1426
108	1519
109	1535
110	1544
111	1574
112	1863
113	1863
114	1954
115	1969
116	1969
117	1981
118	2091
119	2178
120	2569
121	2569
122	2655
123	2678
124	2678
125	2835
126	3007
127	3007
128	3007
129	3007
130	3007
131	3191
132	3611
133	3618
134	3663
135	3672
136	4434
137	4605
138	4793
139	4800
140	4800
141	4832
142	4832
143	4976
144	4976
145	5137
146	5163
147	5240
148	5240
149	5489
150	5489
151	5731
152	5762
153	6081
154	6129
155	6280
156	6280
157	6511
158	7189
159	7189
160	7244
161	7268
162	7683
163	8191
164	8388
165	8836
166	9693
167	10131
168	10272
169	10921
170	10921
171	10971
172	10971
173	11783
174	12108
175	12799
176	12799
177	13264
178	14015
179	14545
180	14812
181	14812
182	14859
183	15105
184	15115
185	15115
186	15753
187	16116
188	16400
189	16400
190	16548
191	17219
192	17245
193	17511
194	17511
195	17853
196	17948
197	18126
198	18384
199	18605
200	19854
201	19854
202	20573
203	20573
204	20794
205	21771
206	22297
207	23174
208	24029
209	24172
210	24727
211	24727
212	24727
213	24727
214	24727
215	24727
216	24727
217	24727
218	24727
219	25819
220	25911
221	26994
222	27156
223	27869
224	28377
225	28897
226	29669
227	29936
228	29936
229	30868
230	31664
231	33305
232	34699
233	35741
234	36226
235	36693
236	37118
237	38054
238	39899
239	39899
240	39899
241	39899
242	41515
243	42811
244	42833
245	42833
246	42913
247	43036
248	43036
249	43255
250	45340
251	45709
252	45874
253	45874
254	47311
255	47484
256	49179
257	50921
258	51856
259	53682
260	56221
261	57729
262	57774
263	58362
264	59772
265	60201
266	64658
267	66869
268	66953
269	68867
270	69697
271	69697
272	70440
273	71280
274	72108
275	72180
276	72180
277	72180
278	72180
279	72180
280	72180
281	72914
282	72914
283	74229
284	74659
285	75356
286	75675
287	78385
288	78385
289	78762
290	79909
291	80311
292	80311
293	80311
294	80311
295	80311
296	80361
297	84472
298	84472
299	85069
300	85844
301	86296
302	87201
303	90241
304	91802
305	91802
306	91802
307	91802
308	91802
309	91802
310	91802
311	91802
312	91802
313	91802
314	91802
315	91802
316	91802
317	91802
318	92542
319	92542
320	92542
321	92890
322	93732
323	94679
324	94679
325	95752
326	96066
327	101116
328	101116
329	102158
330	102934
331	108790
332	110037
333	110176
334	110555
335	115049
336	115772
337	115772
338	116097
339	118594
340	118594
341	118594
342	118594
343	118594
344	118594
345	118594
346	121514
347	121514
348	123568
349	124108
350	124899
351	128208
352	128208
353	130402
354	133376
355	138356
356	138356
357	138417
358	138417
359	139482
360	139482
361	140621
362	140844
363	143465
364	146340
365	147589
366	148888
367	150466
368	154399
369	155444
370	157439
371	160251
372	162207
373	168255
374	169958
375	177259
376	184523
377	185225
378	186630
379	197456
380	198035
381	198055
382	199851
383	204204
384	206575
385	214457
386	215580
387	216270
388	218285
389	218290
390	220383
391	222381
392	225196
393	225201
394	234748
395	236281
396	236357
397	236548
398	236798
399	238793
400	240182
401	241863
402	242352
403	243582
404	248976
405	252472
406	259168
407	259238
408	266207
409	276105
410	276472
411	276682
412	278758
413	280521
414	280712
415	282153
416	285596
417	286927
418	286927
419	293195
420	295089
421	295089
422	296017
423	302925
424	302925
425	304319
426	308016
427	315942
428	317298
429	322290
430	327352
431	334533
432	337263
433	337263
434	341015
435	343419
436	343869
