LENGTH	CD4_S4
0	9
1	83
2	53
3	41
4	42
5	37
6	43
7	4485
8	12832
9	13093
10	35534
11	65635
12	74218
13	90162
14	106511
15	125725
16	201025
17	324011
18	3201403
19	7094109
20	17372839
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
