DISTINCT_MIRNA_HAIRPINS_ACCUMULATED_COUNT	CD4_S4
0	0
1	1
2	1
3	3
4	3
5	9
6	9
7	11
8	11
9	11
10	20
11	33
12	35
13	35
14	36
15	41
16	41
17	41
18	41
19	41
20	41
21	41
22	41
23	78
24	176
25	179
26	220
27	288
28	288
29	302
30	327
31	343
32	343
33	369
34	369
35	369
36	369
37	369
38	377
39	378
40	380
41	395
42	395
43	433
44	433
45	436
46	471
47	471
48	471
49	495
50	551
51	599
52	599
53	659
54	736
55	736
56	804
57	804
58	804
59	804
60	804
61	804
62	804
63	804
64	804
65	888
66	893
67	947
68	947
69	1013
70	1013
71	1037
72	1077
73	1077
74	1082
75	1156
76	1218
77	1218
78	1218
79	1340
80	1370
81	1423
82	1423
83	1423
84	1423
85	1522
86	1522
87	1522
88	1522
89	1522
90	1615
91	1633
92	1639
93	1663
94	1663
95	1663
96	1663
97	1663
98	1727
99	1738
100	1824
101	1824
102	1919
103	1919
104	1919
105	1963
106	1963
107	1963
108	2060
109	2335
110	2381
111	2469
112	2851
113	2853
114	2903
115	3025
116	3025
117	3190
118	3259
119	3361
120	3424
121	3424
122	3615
123	3805
124	4065
125	4462
126	4462
127	4462
128	4462
129	4462
130	4556
131	4558
132	4720
133	4809
134	6549
135	6561
136	7006
137	7378
138	7386
139	7565
140	7710
141	7710
142	8097
143	8113
144	8291
145	8470
146	9510
147	10417
148	11242
149	11242
150	11561
151	11561
152	11781
153	11781
154	12297
155	12524
156	12524
157	12910
158	13045
159	13045
160	13567
161	13567
162	13567
163	13567
164	14081
165	14091
166	14091
167	14529
168	14529
169	14529
170	15283
171	15308
172	15384
173	17244
174	17244
175	17244
176	17573
177	17573
178	18605
179	19373
180	19373
181	19523
182	19523
183	19523
184	19748
185	20355
186	20692
187	20692
188	20692
189	21728
190	22096
191	22096
192	23366
193	23366
194	24266
195	25476
196	25543
197	25860
198	25860
199	26021
200	28219
201	28831
202	28831
203	29766
204	29766
205	30986
206	31330
207	31773
208	31773
209	32138
210	33054
211	33384
212	33591
213	34665
214	34665
215	35802
216	36171
217	37629
218	39378
219	39629
220	40817
221	41226
222	41768
223	41768
224	41921
225	42530
226	42930
227	42930
228	42930
229	42930
230	42930
231	42930
232	43578
233	44619
234	47958
235	48091
236	49332
237	49332
238	49332
239	50075
240	50276
241	50932
242	52995
243	53250
244	54304
245	54576
246	55525
247	55901
248	55999
249	58576
250	60721
251	61117
252	61513
253	62840
254	64258
255	64506
256	65048
257	69679
258	69679
259	73861
260	75310
261	78087
262	84447
263	87324
264	87788
265	88004
266	88214
267	89330
268	89974
269	94165
270	96632
271	100630
272	102281
273	103412
274	105221
275	106143
276	108330
277	108330
278	109676
279	113172
280	114498
281	117081
282	117081
283	118434
284	120110
285	125463
286	127253
287	129117
288	146650
289	148030
290	152608
291	153873
292	154861
293	160553
294	160794
295	172251
296	179823
297	181750
298	181750
299	181750
300	181750
301	181750
302	183059
303	183283
304	185073
305	186908
306	197386
307	203398
308	206479
309	206479
310	206479
311	206479
312	206479
313	206479
314	206479
315	207594
316	210327
317	215150
318	219298
319	221564
320	224344
321	227378
322	227378
323	227378
324	227378
325	227378
326	228364
327	228585
328	228744
329	228744
330	228744
331	240553
332	242707
333	248691
334	254522
335	254522
336	254522
337	254522
338	254522
339	254522
340	255240
341	255240
342	255240
343	255240
344	255240
345	255240
346	255240
347	259255
348	263283
349	264122
350	271634
351	280995
352	286210
353	297236
354	299833
355	310660
356	310660
357	310660
358	310660
359	310660
360	310660
361	310660
362	310660
363	310660
364	310660
365	310660
366	310660
367	310660
368	310660
369	310660
370	310838
371	310838
372	315417
373	315417
374	315417
375	315417
376	318883
377	323217
378	323370
379	329378
380	333597
381	333950
382	345304
383	345304
384	345304
385	348893
386	356035
387	361450
388	361450
389	361450
390	364009
391	367957
392	375143
393	375233
394	381842
395	383676
396	386930
397	390952
398	398033
399	399617
400	405923
401	408510
402	410385
403	414475
404	422172
405	425978
406	430649
407	430649
408	432053
409	435379
410	435379
411	442292
412	442292
413	443830
414	449429
415	450408
416	463414
417	463414
418	478560
419	480158
420	488186
421	490562
422	508203
423	515674
424	516496
425	525433
426	526638
427	526852
428	527082
429	527082
430	539176
431	543415
432	543415
433	562116
434	571883
435	599075
436	602298
437	608612
438	608888
439	609462
440	612572
441	616741
442	621046
443	629149
444	642576
445	644594
446	645395
447	652797
448	658922
449	658922
450	662355
451	666970
452	668476
453	691384
454	691384
455	694585
456	697673
457	700372
458	700372
459	701898
460	705542
461	707633
462	722841
463	723927
464	727075
465	727754
466	733271
467	754304
468	777374
469	778223
470	790240
471	798768
472	801396
473	819658
474	822025
475	822443
476	826443
477	826628
478	831684
479	831684
480	837676
481	855060
482	857927
483	873854
484	874265
485	891909
486	891909
487	891909
488	891909
489	911899
490	911944
491	917557
492	965137
493	969508
494	997470
495	998205
496	1007065
497	1021583
498	1033576
499	1035926
500	1036332
501	1037712
502	1050690
503	1064195
504	1069504
505	1071962
506	1072849
507	1072849
508	1076080
509	1077839
510	1083280
511	1084153
512	1108084
513	1118351
514	1124302
515	1153069
516	1154880
517	1154880
518	1156646
519	1157858
520	1177750
521	1190413
522	1195650
523	1206806
524	1232986
525	1294261
526	1296001
527	1343379
528	1366261
529	1366261
530	1375150
531	1377231
532	1379419
533	1395852
534	1395852
535	1405884
536	1413181
537	1415612
538	1425416
539	1425416
540	1435121
541	1436292
542	1436292
543	1444690
544	1494040
545	1494040
546	1494799
547	1525176
548	1543364
549	1556209
550	1556917
551	1565173
552	1571492
553	1598863
554	1612780
555	1628562
556	1628674
557	1629044
558	1643347
559	1646555
560	1676008
561	1677559
562	1685000
563	1700121
564	1728062
565	1729313
566	1731572
567	1808396
568	1829812
569	1847279
570	1872216
571	1875234
572	1891040
573	1897006
574	1932174
575	1937575
576	1943912
577	1964844
578	1966175
579	1967952
580	1976644
581	1983104
582	2001461
583	2002078
584	2041912
585	2042908
586	2073388
587	2080274
588	2125199
589	2146896
590	2161279
591	2173970
592	2232450
593	2241127
594	2261761
595	2290073
596	2291256
597	2335817
598	2364472
599	2368039
600	2368424
601	2394164
602	2461051
603	2461051
604	2471765
605	2473511
606	2483658
607	2493350
608	2497691
609	2497691
610	2517916
611	2524404
612	2535165
613	2537513
614	2546109
615	2634205
616	2655673
617	2675157
618	2686236
619	2706491
620	2744143
621	2751492
622	2771212
623	2812066
624	2812957
625	2849768
626	2876805
627	2899929
628	2902367
629	2902367
630	2920178
631	2920178
632	2929377
633	2938070
634	2944882
635	2955688
636	2997436
637	2998431
638	3001508
639	3005639
640	3005639
641	3005639
642	3005639
643	3031170
644	3031170
645	3073330
646	3082219
647	3082219
648	3118502
649	3171588
650	3202197
651	3209343
652	3218887
653	3236274
654	3238685
655	3246318
656	3318478
657	3329174
658	3368349
659	3378478
660	3457067
661	3459005
662	3471125
663	3519938
664	3543632
665	3586843
666	3617017
667	3631371
668	3719114
669	3753999
670	3783911
671	3786295
672	3816986
673	3842611
674	3854485
675	3854485
676	3854485
677	3859610
678	3867365
679	3867365
680	3886646
681	3941929
682	3942680
683	3968021
684	3978457
685	4022923
686	4035231
687	4035231
688	4089568
689	4165673
690	4200311
691	4225772
692	4274600
693	4282538
694	4296295
695	4296636
696	4333301
697	4333301
698	4356599
699	4391628
700	4419260
701	4461195
702	4798697
703	4816854
704	4825637
705	4863855
706	4863855
707	4869051
708	4894552
709	4894552
710	4902104
711	4912401
712	4924709
713	4927253
714	4927253
715	5027846
716	5093183
717	5148211
718	5203068
719	5323886
720	5323886
721	5348299
722	5391573
723	5396836
724	5436781
725	5473487
726	5479162
727	5515618
728	5556969
729	5567304
730	5590217
731	5603815
732	5605923
733	5606306
734	5652284
735	5678021
736	5766954
737	5782852
738	5782852
739	5782852
740	5791261
741	5797509
742	5846703
743	5850725
744	5882012
745	5993276
746	6031399
747	6031399
748	6035491
749	6109334
750	6135312
751	6178198
752	6197148
753	6271653
754	6288479
755	6288479
756	6344072
757	6353459
758	6493186
759	6528570
760	6549407
761	6557225
762	6602576
763	6627004
764	6650303
765	6651235
766	6676591
767	6819383
768	6819383
769	6883894
770	6909268
771	6997963
772	6998347
773	7006999
774	7013398
775	7055141
776	7087837
777	7144085
778	7265349
779	7360231
780	7372826
781	7372826
782	7372826
783	7372826
784	7372826
785	7394706
786	7422434
787	7575335
788	7707449
789	7707449
790	7744813
791	7781797
792	7795606
793	7920869
794	7934513
795	8048093
796	8197271
797	8219286
798	8219286
799	8373070
800	8422031
801	8499247
802	8499247
803	8576575
804	8647533
