LENGTH	CD14_S1
0	22
1	174
2	35
3	27
4	31
5	68
6	141
7	1405
8	5365
9	20214
10	89679
11	125698
12	172137
13	212944
14	252117
15	256535
16	389892
17	454837
18	5926763
19	7615214
20	17983309
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
