LENGTH	CD19_S1
0	183
1	568
2	215
3	127
4	133
5	162
6	205
7	9055
8	10065
9	29716
10	84182
11	125362
12	167788
13	187361
14	198314
15	224263
16	285149
17	378837
18	4387632
19	6741468
20	17699251
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
