DISTINCT_MIRNA_HAIRPINS_ACCUMULATED_COUNT	CD14_S4
0	0
1	0
2	0
3	0
4	1
5	1
6	1
7	1
8	1
9	1
10	2
11	4
12	9
13	9
14	33
15	34
16	34
17	50
18	68
19	72
20	72
21	72
22	82
23	82
24	94
25	94
26	113
27	116
28	140
29	154
30	204
31	210
32	221
33	221
34	221
35	234
36	237
37	237
38	250
39	268
40	268
41	268
42	268
43	268
44	270
45	294
46	294
47	294
48	296
49	296
50	296
51	296
52	296
53	296
54	297
55	297
56	320
57	320
58	392
59	407
60	407
61	415
62	425
63	505
64	505
65	505
66	505
67	505
68	530
69	530
70	546
71	546
72	553
73	556
74	667
75	680
76	700
77	708
78	747
79	802
80	840
81	859
82	953
83	985
84	985
85	1038
86	1038
87	1038
88	1038
89	1045
90	1138
91	1195
92	1243
93	1452
94	1452
95	1470
96	1470
97	1580
98	1618
99	1662
100	1832
101	1834
102	1841
103	1900
104	1943
105	1943
106	2043
107	2078
108	2078
109	2229
110	2464
111	2551
112	2551
113	2551
114	2716
115	2847
116	2847
117	3032
118	3115
119	3361
120	3361
121	3392
122	3679
123	3939
124	4203
125	4262
126	4262
127	4302
128	4304
129	4515
130	4535
131	4827
132	5060
133	5208
134	5511
135	5511
136	5511
137	5511
138	5511
139	5717
140	5754
141	5754
142	5754
143	5832
144	6288
145	6288
146	6641
147	6691
148	6856
149	6869
150	7070
151	7099
152	7221
153	7788
154	7880
155	7880
156	7929
157	7929
158	8013
159	8073
160	8073
161	8123
162	8219
163	8228
164	8228
165	8601
166	9008
167	9016
168	9043
169	10222
170	11644
171	12026
172	12592
173	13200
174	13458
175	13458
176	14068
177	14121
178	14235
179	14819
180	15035
181	17158
182	17665
183	17665
184	17698
185	18113
186	18973
187	18973
188	18973
189	18973
190	19804
191	20857
192	20907
193	22289
194	22289
195	22998
196	22998
197	22998
198	22998
199	22998
200	23737
201	23785
202	23957
203	23975
204	24507
205	24507
206	24507
207	25847
208	25891
209	26277
210	26328
211	26328
212	27183
213	28733
214	28733
215	29153
216	29684
217	29684
218	29684
219	29684
220	30134
221	30134
222	30830
223	30830
224	31796
225	32681
226	33725
227	33954
228	34570
229	34970
230	35324
231	35611
232	35753
233	36240
234	37790
235	38451
236	39791
237	40558
238	42827
239	42827
240	43751
241	44244
242	44244
243	44549
244	47312
245	47312
246	47495
247	48751
248	48751
249	48751
250	48751
251	48751
252	48751
253	48751
254	48751
255	48751
256	48751
257	48751
258	48751
259	49509
260	49509
261	49854
262	52132
263	55110
264	56590
265	57331
266	57331
267	57331
268	58265
269	59027
270	59439
271	59606
272	59606
273	59606
274	59606
275	59606
276	61709
277	61750
278	62388
279	62399
280	62413
281	63734
282	63734
283	63734
284	63734
285	63734
286	64001
287	64001
288	64001
289	64001
290	64001
291	64001
292	64001
293	67226
294	67226
295	67305
296	67802
297	67802
298	68104
299	68237
300	72310
301	72310
302	73196
303	75625
304	75625
305	75853
306	75953
307	82062
308	83663
309	84573
310	84852
311	84852
312	86991
313	88286
314	89029
315	89423
316	90090
317	90649
318	91940
319	92590
320	94141
321	96563
322	97088
323	98311
324	98311
325	98311
326	99151
327	102236
328	102542
329	103376
330	104516
331	104730
332	105425
333	106976
334	107634
335	110606
336	111050
337	111330
338	111591
339	113190
340	114099
341	116720
342	116892
343	118894
344	119380
345	119386
346	119716
347	125379
348	127739
349	129142
350	129953
351	129953
352	133298
353	134752
354	134752
355	134752
356	138514
357	138514
358	138514
359	139446
360	142001
361	142211
362	144009
363	145349
364	145828
365	146662
366	149149
367	160409
368	160409
369	162854
370	164879
371	166490
372	168611
373	168611
374	169619
375	170680
376	180124
377	184473
378	188146
379	195589
380	199409
381	200745
382	203191
383	206501
384	210246
385	213326
386	217487
387	217646
388	217932
389	219248
390	220067
391	220983
392	228227
393	231986
394	232585
395	234762
396	234943
397	237824
398	241096
399	245806
400	247630
401	248637
402	255359
403	259205
404	259779
405	260679
406	266147
407	270966
408	270966
409	279480
410	279480
411	286453
412	286496
413	286599
414	290561
415	294391
416	295294
417	295642
418	297128
419	298207
420	298879
421	298879
422	304630
423	306942
424	309727
425	310180
426	318992
427	319433
428	323004
429	326834
430	332197
431	332683
432	334060
433	339432
434	348095
435	351908
