LENGTH	CD19_S4
0	31
1	83
2	42
3	35
4	26
5	30
6	39
7	5261
8	16477
9	16225
10	39390
11	64209
12	72488
13	79987
14	87285
15	110011
16	159934
17	271769
18	2269764
19	6642287
20	15226262
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
