DISTINCT_MIRNA_HAIRPINS_ACCUMULATED_COUNT	CD19_S4
0	0
1	4
2	4
3	4
4	9
5	26
6	26
7	26
8	26
9	26
10	26
11	52
12	52
13	76
14	76
15	103
16	106
17	116
18	116
19	116
20	126
21	126
22	152
23	152
24	160
25	160
26	164
27	173
28	191
29	191
30	221
31	242
32	252
33	252
34	275
35	329
36	385
37	459
38	565
39	565
40	645
41	664
42	708
43	755
44	893
45	918
46	918
47	945
48	978
49	1049
50	1049
51	1049
52	1104
53	1104
54	1233
55	1266
56	1336
57	1489
58	1884
59	1904
60	1933
61	2161
62	2161
63	2161
64	2161
65	2161
66	2298
67	2432
68	2446
69	2446
70	2470
71	2840
72	2840
73	2840
74	2925
75	2973
76	2973
77	3004
78	3004
79	3209
80	3801
81	3801
82	3812
83	3812
84	3816
85	3816
86	4005
87	4192
88	4271
89	4271
90	4455
91	4455
92	4455
93	4455
94	4455
95	4464
96	4464
97	4497
98	4641
99	4696
100	4736
101	4736
102	4736
103	4736
104	4736
105	4736
106	4736
107	4736
108	4736
109	4846
110	4846
111	4868
112	4897
113	4897
114	4897
115	4897
116	4897
117	4897
118	4897
119	4897
120	4897
121	4897
122	4897
123	4897
124	4897
125	4897
126	4913
127	4927
128	4927
129	5088
130	5676
131	5676
132	5676
133	5935
134	6184
135	6184
136	6184
137	7290
138	7290
139	7308
140	8052
141	8052
142	8286
143	8286
144	9144
145	10003
146	10148
147	10412
148	10412
149	10412
150	10487
151	10582
152	10582
153	10582
154	10582
155	11096
156	11671
157	11671
158	11848
159	11848
160	11848
161	11848
162	11848
163	11848
164	11987
165	12598
166	12601
167	12701
168	12821
169	12824
170	12824
171	13314
172	13525
173	13525
174	13525
175	13525
176	13525
177	15555
178	15767
179	15888
180	16397
181	18024
182	18238
183	18760
184	19662
185	19662
186	19662
187	21668
188	21668
189	21668
190	21688
191	22295
192	26055
193	26890
194	27839
195	28346
196	30533
197	32117
198	32291
199	39186
200	41638
201	42438
202	42533
203	42855
204	43488
205	43488
206	44209
207	45469
208	46092
209	46092
210	46187
211	46534
212	47605
213	47605
214	47605
215	56633
216	58073
217	58910
218	59645
219	60877
220	61050
221	62230
222	62230
223	62930
224	67485
225	67830
226	68694
227	71712
228	76023
229	77044
230	79157
231	79954
232	80168
233	82140
234	84778
235	85278
236	85278
237	85278
238	85278
239	86038
240	87505
241	87540
242	89246
243	89965
244	92516
245	94673
246	94673
247	95066
248	97794
249	97948
250	100894
251	100894
252	101700
253	101700
254	102321
255	102648
256	103944
257	105805
258	108100
259	108427
260	111668
261	112008
262	113621
263	114506
264	114506
265	114506
266	114506
267	114506
268	114506
269	114506
270	114506
271	114506
272	121981
273	124145
274	133587
275	135139
276	136461
277	137195
278	138634
279	138634
280	139699
281	142636
282	143194
283	143194
284	143194
285	143194
286	143194
287	149501
288	152034
289	154081
290	154218
291	155091
292	155152
293	159349
294	159533
295	159669
296	162669
297	164098
298	167906
299	168819
300	170418
301	175506
302	175506
303	180148
304	180270
305	180356
306	180356
307	185502
308	197652
309	199157
310	202494
311	215467
312	215783
313	220023
314	221079
315	222219
316	227359
317	230974
318	234541
319	247626
320	247626
321	248816
322	254046
323	254327
324	255645
325	257630
326	257630
327	258994
328	258994
329	258994
330	258994
331	258994
332	265168
333	268021
334	272446
335	272446
336	275175
337	275175
338	275175
339	279017
340	280731
341	280731
342	283403
343	283403
344	284388
345	291599
346	297377
347	300718
348	301772
349	306036
350	308980
351	317370
352	319137
353	321304
354	321334
355	321334
356	321334
357	326669
358	329794
359	331870
360	333317
361	335994
362	351259
363	351983
364	358341
365	362692
366	364216
367	365724
368	365724
369	367206
370	374805
371	386956
372	390610
373	390765
374	400070
375	400070
376	400070
377	405121
378	414148
379	416331
380	417835
381	417867
382	419626
383	432773
384	433487
385	443478
386	451653
387	457029
388	460898
389	474671
390	475233
391	475286
392	475784
393	475784
394	483643
395	484173
396	485239
397	490304
398	491922
399	496445
400	499129
401	499129
402	499129
403	499129
404	499129
405	499129
406	512304
407	512304
408	518223
409	525928
410	525928
411	531209
412	545109
413	547388
414	553147
415	553766
416	557946
417	558119
418	559120
419	559686
420	565027
421	571247
422	583815
423	583815
424	583815
425	585984
426	594664
427	599808
428	606115
429	607012
430	608206
431	608206
432	626540
433	629022
434	630734
435	634198
436	635861
437	639046
438	646804
439	669651
440	684611
441	687251
442	698549
443	701379
444	701575
445	703307
446	724210
447	728281
448	731133
449	753798
450	761430
451	782393
452	793488
453	795067
454	808577
455	811112
456	824106
457	824106
458	830298
459	833053
460	870187
461	887485
462	887485
463	890198
464	890198
465	892705
466	892983
467	915183
468	924838
469	953296
470	956059
471	986457
472	987578
473	995105
474	1069771
475	1100160
476	1111801
477	1111801
478	1118494
479	1139470
480	1139470
481	1139470
482	1139470
483	1139470
484	1168947
