DISTINCT_MIRNA_HAIRPINS_ACCUMULATED_COUNT	CD56_S1
0	0
1	0
2	0
3	1
4	1
5	2
6	4
7	4
8	5
9	8
10	9
11	9
12	11
13	11
14	11
15	12
16	12
17	17
18	17
19	18
20	18
21	18
22	18
23	18
24	25
25	25
26	27
27	28
28	38
29	43
30	58
31	78
32	78
33	78
34	153
35	165
36	193
37	228
38	267
39	267
40	267
41	267
42	267
43	288
44	288
45	370
46	418
47	418
48	418
49	418
50	418
51	418
52	418
53	418
54	418
55	487
56	487
57	487
58	487
59	487
60	545
61	545
62	557
63	574
64	598
65	598
66	598
67	635
68	635
69	635
70	702
71	702
72	714
73	729
74	729
75	740
76	740
77	773
78	794
79	803
80	803
81	928
82	973
83	1114
84	1124
85	1149
86	1159
87	1221
88	1247
89	1338
90	1430
91	1430
92	1655
93	1655
94	1787
95	2213
96	2339
97	2348
98	2370
99	2401
100	2441
101	2442
102	2558
103	2589
104	2595
105	2595
106	2925
107	3220
108	3264
109	3291
110	3380
111	3627
112	3698
113	3698
114	3698
115	3698
116	3712
117	3712
118	3712
119	3712
120	3712
121	3883
122	4155
123	4362
124	4440
125	4528
126	4679
127	4873
128	4873
129	4991
130	5779
131	6087
132	6087
133	6126
134	6416
135	6465
136	6542
137	6542
138	6542
139	6717
140	6788
141	6876
142	6931
143	6931
144	6931
145	6931
146	6931
147	6984
148	6984
149	7290
150	7290
151	7325
152	7773
153	7776
154	8181
155	8312
156	9025
157	10080
158	10618
159	10772
160	10827
161	10827
162	10827
163	11598
164	12162
165	12268
166	12268
167	13069
168	13309
169	13967
170	13967
171	13967
172	14005
173	14258
174	14587
175	14597
176	14713
177	14713
178	14713
179	14713
180	14713
181	14713
182	14713
183	14713
184	14713
185	15034
186	15980
187	15980
188	16646
189	17123
190	17123
191	17123
192	17162
193	17162
194	17234
195	18022
196	18022
197	18109
198	18441
199	19058
200	20466
201	20466
202	21064
203	21599
204	21725
205	21725
206	22025
207	22742
208	23319
209	23352
210	23886
211	24486
212	25634
213	25656
214	25656
215	25862
216	26274
217	27062
218	27316
219	27510
220	28495
221	29873
222	29873
223	29873
224	29873
225	30152
226	30152
227	30152
228	30652
229	31470
230	31470
231	32550
232	32972
233	32996
234	34233
235	35386
236	36322
237	36322
238	36928
239	37532
240	37532
241	38157
242	38157
243	38157
244	38157
245	38157
246	38157
247	38157
248	38157
249	38157
250	38157
251	38157
252	38157
253	38157
254	38157
255	38157
256	38157
257	38157
258	38157
259	38157
260	38157
261	38184
262	38645
263	38645
264	38838
265	39046
266	39380
267	39444
268	40789
269	40789
270	41554
271	41728
272	41871
273	41871
274	42305
275	43919
276	44992
277	45171
278	45171
279	47288
280	47288
281	47391
282	47530
283	48202
284	49019
285	49864
286	50210
287	51673
288	52532
289	52532
290	52549
291	52549
292	52549
293	53515
294	57521
295	57923
296	58892
297	58942
298	63093
299	64194
300	65567
301	67132
302	67754
303	69677
304	69677
305	72921
306	72921
307	73981
308	76427
309	76716
310	76716
311	86991
312	91285
313	91480
314	94648
315	94767
316	96364
317	98460
318	102656
319	106783
320	107944
321	109078
322	109396
323	111752
324	112572
325	113028
326	113653
327	113653
328	117274
329	117619
330	119701
331	120450
332	120450
333	121299
334	124112
335	127866
336	128367
337	128367
338	128367
339	130088
340	130293
341	130978
342	132245
343	135462
344	135462
345	135462
346	135462
347	135462
348	136105
349	148889
350	148959
351	150894
352	151401
353	153021
354	155533
355	156797
356	159900
357	160447
358	161952
359	161952
360	161952
361	161952
362	161952
363	161952
364	161952
365	161952
366	161952
367	161952
368	164857
369	165152
370	166299
371	169714
372	169714
373	172380
374	175709
375	176571
376	185446
377	202154
378	202268
379	203863
380	205107
381	205107
382	206967
383	209534
384	212662
385	215888
386	215888
387	215888
388	217564
389	220126
390	225281
391	229454
392	240953
393	242733
394	242733
395	245988
396	246795
397	250208
398	253877
399	259607
400	259607
401	261786
402	261786
403	272118
404	272616
405	278105
406	282029
407	284157
408	291361
409	291361
410	291361
411	291361
412	298762
413	299328
414	303759
415	303810
416	304809
417	305255
418	314451
419	316077
420	316795
421	318759
422	321972
423	324302
424	325859
425	325859
426	328749
427	331094
428	331572
429	333732
430	334896
431	335960
432	337125
433	341409
434	348729
