Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
CD14_S1.raw	(0.0, 3.861409957013893e-05)	(1.0, 2.376252281239319e-05)	(2.0, 7.425788378872872e-06)	(3.0, 8.910946054647446e-06)	(4.0, 1.336641908197117e-05)	(5.0, 1.4851576757745744e-05)	(6.0, 1.336641908197117e-05)	(7.0, 1.6336734433520318e-05)	(8.0, 2.2277365136618614e-05)	(9.0, 4.0099257245913505e-05)	(10.0, 4.752504562478638e-05)	(11.0, 4.603988794901181e-05)	(12.0, 6.980241076140499e-05)	(13.0, 8.910946054647445e-05)	(14.0, 9.356493357379818e-05)	(15.0, 0.00010544619497999478)	(16.0, 0.0001277235601166134)	(17.0, 0.00016485250201097774)	(18.0, 0.00019010018249914553)	(19.0, 0.00020346660158111667)	(20.0, 0.0002376252281239319)	(21.0, 0.0002732690123425217)	(22.0, 0.0003252495309946318)	(23.0, 0.00033861595007660296)	(24.0, 0.00038020036499829106)	(25.0, 0.0005257458172241993)	(26.0, 0.0006401029582588416)	(27.0, 0.0007024795806413737)	(28.0, 0.0009282235473591089)	(29.0, 0.0013247606467909202)	(30.0, 0.0019470417129404667)	(31.0, 0.0028797207333268997)	(32.0, 0.005649539798646481)	(33.0, 0.012657998870626696)	(34.0, 0.021332804854825985)	(35.0, 0.03527546511499769)	(36.0, 0.07094598217175142)	(37.0, 0.17706049810584473)	(38.0, 0.47634501745490965)	(39.0, 0.6268256486374169)	(40.0, 0.838392300182208)	(41.0, 1.8910616646674958)	(42.0, 3.0832586224764533)	(43.0, 4.847772971906549)	(44.0, 7.636260469210616)	(45.0, 11.343934329416705)	(46.0, 16.093731449452406)	(47.0, 16.04739750028359)	(48.0, 11.458604838720936)	(49.0, 7.69623262131607)	(50.0, 4.965456866134927)	(51.0, 3.2239639458370126)	(52.0, 2.1201323845789664)	(53.0, 1.5518813546740986)	(54.0, 1.2829950426327876)	(55.0, 1.115987576834261)	(56.0, 0.949635065570751)	(57.0, 0.7656819506916365)	(58.0, 0.583776868247415)	(59.0, 0.4209723986713304)	(60.0, 0.28117450665066973)	(61.0, 0.1709772922658721)	(62.0, 0.09191046792298531)	(63.0, 0.04487255401585299)	(64.0, 0.022700635074214368)	(65.0, 0.012493146368615721)	(66.0, 0.006598555553466433)	(67.0, 0.003273287517407162)	(68.0, 0.0016470398624340028)	(69.0, 0.0008227773523791142)	(70.0, 0.00048267624462673664)	(71.0, 0.00035940815753744703)	(72.0, 0.00030891279656111145)	(73.0, 0.0002138627053115387)	(74.0, 0.00013960482152280997)	(75.0, 0.00012326808708928966)	(76.0, 0.00011435714103464223)	(77.0, 0.00010693135265576936)	(78.0, 9.653524892534733e-05)	(79.0, 8.465398751915074e-05)	(80.0, 6.980241076140499e-05)	(81.0, 7.277272611295415e-05)	(82.0, 9.505009124957276e-05)	(83.0, 9.505009124957276e-05)	(84.0, 9.80204066011219e-05)	(85.0, 0.00011138682568309307)	(86.0, 0.0001099016680073185)	(87.0, 0.00011732745638619137)	(88.0, 0.00011732745638619137)	(89.0, 0.00017079313271407606)	(90.0, 0.00026881353931519793)	(91.0, 0.00035198236915857413)	(92.0, 0.00046039887949011804)	(93.0, 0.00048267624462673664)	(94.0, 0.0004737652985720892)	(95.0, 0.0004767356139236384)	(96.0, 0.0003757448919709673)	(97.0, 0.0003148534272642097)	(98.0, 0.0011227792028855783)	(99.0, 0.0010039665888236123)	(100.0, 4.752504562478638e-05)
CD14_S2.raw	(0.0, 6.0511360327148616e-05)	(1.0, 3.4381454731334444e-05)	(2.0, 4.1257745677601326e-06)	(3.0, 1.23773237032804e-05)	(4.0, 2.0628872838800666e-05)	(5.0, 1.3752581892533778e-05)	(6.0, 1.650309827104053e-05)	(7.0, 2.47546474065608e-05)	(8.0, 3.575671292058782e-05)	(9.0, 4.675877843461484e-05)	(10.0, 5.0884553002374974e-05)	(11.0, 6.463713489490874e-05)	(12.0, 7.013816765192226e-05)	(13.0, 8.114023316594929e-05)	(14.0, 0.00010589488057251009)	(15.0, 0.00014577736806085803)	(16.0, 0.0001897856301169661)	(17.0, 0.00020766398657726)	(18.0, 0.00022554234303755395)	(19.0, 0.0002723011214721688)	(20.0, 0.000331437223610064)	(21.0, 0.00033831351455633095)	(22.0, 0.0003190598999067836)	(23.0, 0.00036169290377363833)	(24.0, 0.0004593362352106281)	(25.0, 0.0005817342140541788)	(26.0, 0.0007178847747902632)	(27.0, 0.0010204415764260063)	(28.0, 0.0014577736806085804)	(29.0, 0.0021165223532609483)	(30.0, 0.0033597557563460017)	(31.0, 0.005495531724256497)	(32.0, 0.012195789622298954)	(33.0, 0.030555486448831545)	(34.0, 0.06153730293633164)	(35.0, 0.10469290491510264)	(36.0, 0.1865441465648959)	(37.0, 0.37825513814681677)	(38.0, 1.0800452663482476)	(39.0, 1.642205430594783)	(40.0, 2.4817895530684564)	(41.0, 4.791768100553488)	(42.0, 6.871143354864513)	(43.0, 8.761024533794695)	(44.0, 11.723886277754927)	(45.0, 13.186696153852553)	(46.0, 13.609461523294556)	(47.0, 11.110859438862478)	(48.0, 6.393044472177902)	(49.0, 4.191407389584061)	(50.0, 2.9762017483959915)	(51.0, 2.1657524706616513)	(52.0, 1.724434868246621)	(53.0, 1.3817686615213032)	(54.0, 1.1657334783460578)	(55.0, 0.9974005007232553)	(56.0, 0.8252800620472487)	(57.0, 0.6445601339138408)	(58.0, 0.482164145894045)	(59.0, 0.3467452225146434)	(60.0, 0.2417937690599611)	(61.0, 0.16136729489423435)	(62.0, 0.10128363986394351)	(63.0, 0.06025143652937973)	(64.0, 0.03492605697427878)	(65.0, 0.02019841702556436)	(66.0, 0.011527414142321812)	(67.0, 0.006463713489490874)	(68.0, 0.003772333213122015)	(69.0, 0.0021522790661815364)	(70.0, 0.0011909735918934252)	(71.0, 0.0006601239308416213)	(72.0, 0.00042633003866854704)	(73.0, 0.0002764268960399289)	(74.0, 0.00018290933917069924)	(75.0, 0.00014577736806085803)	(76.0, 0.00014440210987160467)	(77.0, 0.0001361505607360844)	(78.0, 0.0001113959133295236)	(79.0, 8.66412659229628e-05)	(80.0, 7.013816765192226e-05)	(81.0, 8.66412659229628e-05)	(82.0, 0.00010039384781549659)	(83.0, 9.626807324773644e-05)	(84.0, 9.626807324773644e-05)	(85.0, 0.00010176910600474995)	(86.0, 0.00013202478616832424)	(87.0, 0.00017740830641368573)	(88.0, 0.0002227918266590472)	(89.0, 0.00026817534690440863)	(90.0, 0.0003561918710166248)	(91.0, 0.0004304558132363072)	(92.0, 0.00048821665718494907)	(93.0, 0.0005707321485401518)	(94.0, 0.0005817342140541788)	(95.0, 0.0005322249192410572)	(96.0, 0.0004208290059115336)	(97.0, 0.0003658186783413985)	(98.0, 0.0012363571121387865)	(99.0, 0.0011043323259704622)	(100.0, 6.738765127341551e-05)
CD14_S3.raw	(0.0, 2.8207822088301512e-05)	(1.0, 1.5514302148565832e-05)	(2.0, 7.051955522075378e-06)	(3.0, 1.269351993973568e-05)	(4.0, 1.269351993973568e-05)	(5.0, 1.269351993973568e-05)	(6.0, 9.872737730905529e-06)	(7.0, 1.5514302148565832e-05)	(8.0, 2.9618213192716587e-05)	(9.0, 3.525977761037689e-05)	(10.0, 3.525977761037689e-05)	(11.0, 5.077407975894272e-05)	(12.0, 6.769877301192362e-05)	(13.0, 8.744424847373468e-05)	(14.0, 0.00011424167945762113)	(15.0, 0.00011847285277086635)	(16.0, 0.0001269351993973568)	(17.0, 0.00015373263038124323)	(18.0, 0.0001847612346783749)	(19.0, 0.00022425218560199702)	(20.0, 0.00029336134971833574)	(21.0, 0.0003455458205816935)	(22.0, 0.0003455458205816935)	(23.0, 0.0003525977761037689)	(24.0, 0.0004273485046377679)	(25.0, 0.0004922264954408614)	(26.0, 0.0005839019172278413)	(27.0, 0.0007728943252194615)	(28.0, 0.001026764724014175)	(29.0, 0.0013017909893751148)	(30.0, 0.0019012072087515222)	(31.0, 0.004367981250373489)	(32.0, 0.01511939263932961)	(33.0, 0.04286460644538298)	(34.0, 0.08915505288339018)	(35.0, 0.16515538793590095)	(36.0, 0.26903915512269777)	(37.0, 0.47082804160467584)	(38.0, 1.1388668401663984)	(39.0, 1.8374462477031253)	(40.0, 3.0280955972681234)	(41.0, 5.379343093136347)	(42.0, 7.414500786638587)	(43.0, 9.362721972464682)	(44.0, 11.906176157651487)	(45.0, 12.877364420196185)	(46.0, 13.670977390739505)	(47.0, 10.59211758645017)	(48.0, 5.291883330360464)	(49.0, 3.614832400615839)	(50.0, 2.617684479403276)	(51.0, 2.0160327901263706)	(52.0, 1.6701512964618266)	(53.0, 1.3964155389614268)	(54.0, 1.2152099002572823)	(55.0, 1.0534027808032627)	(56.0, 0.863328602834556)	(57.0, 0.6475853067654952)	(58.0, 0.4554434954377162)	(59.0, 0.3127246091908503)	(60.0, 0.2087392938445356)	(61.0, 0.1347078647737883)	(62.0, 0.08480963789068732)	(63.0, 0.05268374931432073)	(64.0, 0.032705559320281186)	(65.0, 0.01982022619034506)	(66.0, 0.011611749962649317)	(67.0, 0.006870015069605833)	(68.0, 0.004219890184409906)	(69.0, 0.0025288312502162306)	(70.0, 0.0014400093176077922)	(71.0, 0.000874442484737347)	(72.0, 0.0005923642638543318)	(73.0, 0.0003681120782523347)	(74.0, 0.00020591710124460104)	(75.0, 0.00016642615032097893)	(76.0, 0.0001382183282326774)	(77.0, 0.0001283455905017719)	(78.0, 0.00011565207056203619)	(79.0, 0.00012129363497969649)	(80.0, 0.0001269351993973568)	(81.0, 0.00011283128835320605)	(82.0, 0.00013962871933709248)	(83.0, 0.00014950145706799802)	(84.0, 0.00014950145706799802)	(85.0, 0.00017065732363422416)	(86.0, 0.00018194045246954475)	(87.0, 0.00022284179449758197)	(88.0, 0.00028771978530067543)	(89.0, 0.00034977699389493873)	(90.0, 0.0004245277224289378)	(91.0, 0.0005246654908424081)	(92.0, 0.0006318552147779538)	(93.0, 0.0006995539877898775)	(94.0, 0.0007150682899384434)	(95.0, 0.0006600630368662554)	(96.0, 0.0005430005751998041)	(97.0, 0.0004442731978907488)	(98.0, 0.0013271780292545862)	(99.0, 0.001193190874335154)	(100.0, 7.757151074282917e-05)
CD14_S4.raw	(0.0, 7.701653659237571e-05)	(1.0, 4.381975357842067e-05)	(2.0, 6.63935660279101e-06)	(3.0, 1.0622970564465617e-05)	(4.0, 1.4606584526140222e-05)	(5.0, 1.0622970564465617e-05)	(6.0, 9.295099243907415e-06)	(7.0, 1.5934455846698425e-05)	(8.0, 3.319678301395505e-05)	(9.0, 4.780336754009528e-05)	(10.0, 5.577059546344449e-05)	(11.0, 7.03771799895847e-05)	(12.0, 7.03771799895847e-05)	(13.0, 9.959034904186515e-05)	(14.0, 0.00012481990413247098)	(15.0, 0.00013013138941470382)	(16.0, 0.00018059049959591548)	(17.0, 0.00022573812449489436)	(18.0, 0.0002483119369443838)	(19.0, 0.0003213448595750849)	(20.0, 0.0005430993701083047)	(21.0, 0.0005577059546344449)	(22.0, 0.00040367288144969345)	(23.0, 0.0004514762489897887)	(24.0, 0.0005603616972755613)	(25.0, 0.0007170505131014292)	(26.0, 0.0008617884870422731)	(27.0, 0.0010344117587148393)	(28.0, 0.001354428746969366)	(29.0, 0.0018908887604748798)	(30.0, 0.002909366063343021)	(31.0, 0.004359401545392577)	(32.0, 0.009122475972234848)	(33.0, 0.02157923683039134)	(34.0, 0.04146278198442986)	(35.0, 0.07029883558167177)	(36.0, 0.1754370310008291)	(37.0, 0.4979079254557473)	(38.0, 1.869686639099527)	(39.0, 1.9394755720941044)	(40.0, 1.2157604728347937)	(41.0, 2.537107961595093)	(42.0, 4.4069074697568675)	(43.0, 6.5765828139829425)	(44.0, 9.27686225919087)	(45.0, 13.705099325969861)	(46.0, 17.336883158292007)	(47.0, 13.144680530227518)	(48.0, 7.272043467283415)	(49.0, 5.127994711672794)	(50.0, 3.4020554545089747)	(51.0, 2.435816609391593)	(52.0, 1.7788217325050495)	(53.0, 1.3254665455966712)	(54.0, 1.1150494003983773)	(55.0, 0.9397703860846947)	(56.0, 0.7180796133748617)	(57.0, 0.4825749953172618)	(58.0, 0.3071499151583177)	(59.0, 0.19473232915986033)	(60.0, 0.13823538808407052)	(61.0, 0.14795142253659488)	(62.0, 0.2555342290568999)	(63.0, 0.41980386225183447)	(64.0, 0.47878126695442697)	(65.0, 0.34423204965622606)	(66.0, 0.16090082365467848)	(67.0, 0.06203682022515864)	(68.0, 0.023807404906288004)	(69.0, 0.009791723117796181)	(70.0, 0.004294335850685225)	(71.0, 0.001999774208760652)	(72.0, 0.0009812969058925114)	(73.0, 0.0006041814508539819)	(74.0, 0.0003651646131535056)	(75.0, 0.0002642463927910822)	(76.0, 0.00023370535241824355)	(77.0, 0.0001845741135575901)	(78.0, 0.0001420822312997276)	(79.0, 0.0001327871320558202)	(80.0, 0.00013544287469693662)	(81.0, 0.00014739371658196044)	(82.0, 0.000138098617338053)	(83.0, 0.00015801668714642605)	(84.0, 0.0002044921833659631)	(85.0, 0.0002509676795855002)	(86.0, 0.00025893490750884937)	(87.0, 0.0002615906501499658)	(88.0, 0.0003093940176900611)	(89.0, 0.00036118099919183095)	(90.0, 0.00042226307993750825)	(91.0, 0.000525837042941048)	(92.0, 0.0005962142229306328)	(93.0, 0.0005802797670839343)	(94.0, 0.0005311485282232808)	(95.0, 0.00042226307993750825)	(96.0, 0.00032400060221620135)	(97.0, 0.0003279842161778759)	(98.0, 0.0009932477477775353)	(99.0, 0.0008657721010039477)	(100.0, 5.842633810456089e-05)
CD19_S1.raw	(0.0, 5.204964762144578e-05)	(1.0, 3.253102976340361e-05)	(2.0, 1.3012411905361445e-05)	(3.0, 8.132757440850903e-06)	(4.0, 6.506205952680722e-06)	(5.0, 1.9518617858042166e-05)	(6.0, 2.927792678706325e-05)	(7.0, 3.090447827523343e-05)	(8.0, 2.765137529889307e-05)	(9.0, 3.578413273974397e-05)	(10.0, 5.692930208595632e-05)	(11.0, 6.994171399131776e-05)	(12.0, 9.271343482570029e-05)	(13.0, 0.00011385860417191263)	(14.0, 0.00012036481012459336)	(15.0, 0.00014638963393531624)	(16.0, 0.000216331347926634)	(17.0, 0.0002423561717373569)	(18.0, 0.0002504889291782078)	(19.0, 0.00030416512828782374)	(20.0, 0.0003594678788856099)	(21.0, 0.0003627209818619503)	(22.0, 0.0003757333937673117)	(23.0, 0.0005107371672854366)	(24.0, 0.0006099568080638177)	(25.0, 0.0007547198905109637)	(26.0, 0.0010507522613579367)	(27.0, 0.001397207728338185)	(28.0, 0.002062467286999789)	(29.0, 0.003518230868912101)	(30.0, 0.006119086698496219)	(31.0, 0.010043955439450865)	(32.0, 0.01811165082077496)	(33.0, 0.04406490636601836)	(34.0, 0.10641387801055772)	(35.0, 0.2496040851686432)	(36.0, 0.49556469500378525)	(37.0, 0.7859984756284762)	(38.0, 1.5744872015853413)	(39.0, 1.9486103093793643)	(40.0, 2.6553274123714496)	(41.0, 5.07624761012823)	(42.0, 6.49194922888691)	(43.0, 8.436356529220843)	(44.0, 10.385583301614224)	(45.0, 12.467522036478899)	(46.0, 14.08151166750594)	(47.0, 11.071665972427382)	(48.0, 6.96949173340177)	(49.0, 4.328090854872033)	(50.0, 2.8529436588751977)	(51.0, 2.2508365882932893)	(52.0, 1.7485867666731245)	(53.0, 1.2926855297083693)	(54.0, 1.0764322562531674)	(55.0, 0.9450687049655673)	(56.0, 0.7836725070003929)	(57.0, 0.5833057619301493)	(58.0, 0.4182563293225447)	(59.0, 0.2913544087669954)	(60.0, 0.2026520499111228)	(61.0, 0.13788114310069802)	(62.0, 0.08626253162361736)	(63.0, 0.04912510804571579)	(64.0, 0.026825087142902614)	(65.0, 0.01477884682151426)	(66.0, 0.007805820591728695)	(67.0, 0.0037801056585074996)	(68.0, 0.0019242104105053235)	(69.0, 0.0010328601949880646)	(70.0, 0.0005741726753240738)	(71.0, 0.00033832270953939756)	(72.0, 0.00031229788572867466)	(73.0, 0.0002553685836427183)	(74.0, 0.00016428170030518825)	(75.0, 0.0001480161854234864)	(76.0, 0.0001415099794708057)	(77.0, 0.00011548515566008282)	(78.0, 0.00010409929524289156)	(79.0, 0.00011223205268374247)	(80.0, 9.596653780204066e-05)	(81.0, 9.10868833375301e-05)	(82.0, 8.620722887301957e-05)	(83.0, 8.946033184935992e-05)	(84.0, 0.00011060550119557228)	(85.0, 0.0001577754943525075)	(86.0, 0.00020494548750944275)	(87.0, 0.00019843928155676202)	(88.0, 0.000216331347926634)	(89.0, 0.00027814030447710083)	(90.0, 0.0003204306431695256)	(91.0, 0.00038386615120816265)	(92.0, 0.0005026044098445857)	(93.0, 0.0005270026821671385)	(94.0, 0.0004570609681758207)	(95.0, 0.0004310361443650978)	(96.0, 0.00042290338692424696)	(97.0, 0.0004245299384124171)	(98.0, 0.0009791839958784485)	(99.0, 0.0008295412589667921)	(100.0, 8.132757440850903e-05)
CD19_S2.raw	(0.0, 2.7855640095101943e-05)	(1.0, 1.3927820047550971e-05)	(2.0, 3.481955011887743e-06)	(3.0, 1.0445865035663228e-05)	(4.0, 1.566879755349484e-05)	(5.0, 1.0445865035663228e-05)	(6.0, 1.0445865035663228e-05)	(7.0, 2.43736850832142e-05)	(8.0, 2.43736850832142e-05)	(9.0, 2.959661760104581e-05)	(10.0, 6.267519021397937e-05)	(11.0, 7.138007774369872e-05)	(12.0, 8.182594277936195e-05)	(13.0, 0.00010445865035663229)	(14.0, 0.00013405526795767808)	(15.0, 0.00014450113299334133)	(16.0, 0.00016191090805278005)	(17.0, 0.0001949894806657136)	(18.0, 0.00021588121073704003)	(19.0, 0.00024025489582025423)	(20.0, 0.00031685790608178456)	(21.0, 0.00037953309629576394)	(22.0, 0.0003864970063195394)	(23.0, 0.0004648409940870136)	(24.0, 0.0006250109246338498)	(25.0, 0.0008878985280313744)	(26.0, 0.0014276015548739746)	(27.0, 0.0020230158619067786)	(28.0, 0.0028969865698906016)	(29.0, 0.005496265986264802)	(30.0, 0.010579920303620906)	(31.0, 0.016568882924067822)	(32.0, 0.027439546471181357)	(33.0, 0.06488797262403403)	(34.0, 0.18446875359729475)	(35.0, 0.31894707908891723)	(36.0, 0.7602465753405578)	(37.0, 1.1676753542140605)	(38.0, 1.9599210961138667)	(39.0, 2.353077341393641)	(40.0, 3.0588992189208875)	(41.0, 5.9768193023429586)	(42.0, 8.220653787193633)	(43.0, 10.287286358556823)	(44.0, 10.926066674285185)	(45.0, 12.258739689670064)	(46.0, 12.832252499678093)	(47.0, 8.284709572569827)	(48.0, 5.552003381117595)	(49.0, 4.198422966863836)	(50.0, 2.394594431977885)	(51.0, 1.8666917506705725)	(52.0, 1.4727572884456408)	(53.0, 1.106302415174527)	(54.0, 0.9498895140855178)	(55.0, 0.8592716349011393)	(56.0, 0.7306778133796071)	(57.0, 0.5564529714272861)	(58.0, 0.42036075978765364)	(59.0, 0.31875905351827527)	(60.0, 0.24691239380298363)	(61.0, 0.19596094611403028)	(62.0, 0.1509218580352623)	(63.0, 0.10577657032863179)	(64.0, 0.06469820607588614)	(65.0, 0.03562736368163538)	(66.0, 0.018960986017234702)	(67.0, 0.010135971039605219)	(68.0, 0.005551977266455005)	(69.0, 0.00319295274590106)	(70.0, 0.0017270496858963202)	(71.0, 0.0009087902581027007)	(72.0, 0.0005344800943247685)	(73.0, 0.000297707153516402)	(74.0, 0.00018628459313599423)	(75.0, 0.00014450113299334133)	(76.0, 0.00012883233543984647)	(77.0, 0.00012360940292201487)	(78.0, 0.00012535038042795873)	(79.0, 0.00010097669534474453)	(80.0, 9.401278532096904e-05)	(81.0, 0.00010271767285068841)	(82.0, 9.74947403328568e-05)	(83.0, 0.00010271767285068841)	(84.0, 9.74947403328568e-05)	(85.0, 0.00011316353788635163)	(86.0, 0.00015494699802900454)	(87.0, 0.00015842895304089228)	(88.0, 0.00016887481807655554)	(89.0, 0.00019847143567760134)	(90.0, 0.0002367729408083665)	(91.0, 0.0002715924909272439)	(92.0, 0.00030815301855206524)	(93.0, 0.0003621233212363252)	(94.0, 0.0003952018938492588)	(95.0, 0.0003899789613314272)	(96.0, 0.00037431016377793234)	(97.0, 0.0004091297138968097)	(98.0, 0.001041104548554435)	(99.0, 0.000905308303090813)	(100.0, 9.05308303090813e-05)
CD19_S3.raw	(0.0, 4.1964412918912374e-05)	(1.0, 2.7438269985442708e-05)	(2.0, 1.2912127051973037e-05)	(3.0, 1.2912127051973037e-05)	(4.0, 1.4526142933469669e-05)	(5.0, 2.0982206459456187e-05)	(6.0, 2.4210238222449447e-05)	(7.0, 2.2596222340952817e-05)	(8.0, 2.7438269985442708e-05)	(9.0, 3.550834939292585e-05)	(10.0, 5.003449232639553e-05)	(11.0, 7.747276231183823e-05)	(12.0, 9.845496877129443e-05)	(13.0, 0.00011782315934925398)	(14.0, 0.00011782315934925398)	(15.0, 0.00013073528640122702)	(16.0, 0.00015978757226816636)	(17.0, 0.0001952959216610922)	(18.0, 0.00024210238222449447)	(19.0, 0.000305049001602863)	(20.0, 0.0003679956209812316)	(21.0, 0.0004115740497816406)	(22.0, 0.0004583805103450429)	(23.0, 0.0005035729550269485)	(24.0, 0.0006343082414281755)	(25.0, 0.0008441303060227374)	(26.0, 0.0010830046564842388)	(27.0, 0.0012847566416713174)	(28.0, 0.0018819425178250703)	(29.0, 0.0037219206227312282)	(30.0, 0.008649511108940439)	(31.0, 0.015573639240560981)	(32.0, 0.027196167603218215)	(33.0, 0.06741098730658823)	(34.0, 0.14220609727102357)	(35.0, 0.2457210058308099)	(36.0, 0.6089326837392854)	(37.0, 1.0596772849489677)	(38.0, 2.159551635426609)	(39.0, 2.56682271886818)	(40.0, 2.941129141946063)	(41.0, 5.2814586261797025)	(42.0, 6.729422939772077)	(43.0, 8.65439673501373)	(44.0, 10.828723071819558)	(45.0, 12.756377747440375)	(46.0, 13.947337470174398)	(47.0, 10.526414669183477)	(48.0, 6.157922512356462)	(49.0, 3.8451265250452735)	(50.0, 2.5125901712340117)	(51.0, 1.9543117619196162)	(52.0, 1.5629419629425503)	(53.0, 1.1877107087645693)	(54.0, 1.0045699407070283)	(55.0, 0.8974299524774005)	(56.0, 0.7410269715127327)	(57.0, 0.5294714538614435)	(58.0, 0.3653179686338287)	(59.0, 0.24249136005193517)	(60.0, 0.1578459111627259)	(61.0, 0.10193155898003815)	(62.0, 0.06299665387069495)	(63.0, 0.03752748326067814)	(64.0, 0.02214913994177825)	(65.0, 0.012663568606222558)	(66.0, 0.007088757751533199)	(67.0, 0.003884936226762388)	(68.0, 0.0020788524553676593)	(69.0, 0.0011750035617295465)	(70.0, 0.0006617465114136182)	(71.0, 0.0004180301133076271)	(72.0, 0.0003082770333658563)	(73.0, 0.00022273419164653492)	(74.0, 0.00015655954050517308)	(75.0, 0.00011298111170476409)	(76.0, 0.00012750725463823377)	(77.0, 0.00012589323875673711)	(78.0, 8.07007940748315e-05)	(79.0, 8.07007940748315e-05)	(80.0, 8.715685760081801e-05)	(81.0, 9.19989052453079e-05)	(82.0, 0.00011943717523075059)	(83.0, 0.0001291212705197304)	(84.0, 0.00012750725463823377)	(85.0, 0.00013396331816422028)	(86.0, 0.0001678576516756495)	(87.0, 0.00022273419164653492)	(88.0, 0.0002582425410394608)	(89.0, 0.00028083876338041357)	(90.0, 0.0003373293192327956)	(91.0, 0.0004212581450706204)	(92.0, 0.00045515247858204965)	(93.0, 0.0005100290185529351)	(94.0, 0.0005423093361828676)	(95.0, 0.0005084150026714384)	(96.0, 0.0004422403515300766)	(97.0, 0.00046160854210803616)	(98.0, 0.001155635371151587)	(99.0, 0.0009764796083054611)	(100.0, 9.361292112680452e-05)
CD19_S4.raw	(0.0, 4.3679579707142315e-05)	(1.0, 2.1839789853571158e-05)	(2.0, 5.956306323701225e-06)	(3.0, 1.5883483529869932e-05)	(4.0, 1.5883483529869932e-05)	(5.0, 1.5883483529869932e-05)	(6.0, 1.7868918971103674e-05)	(7.0, 2.581066073603864e-05)	(8.0, 2.9781531618506125e-05)	(9.0, 2.581066073603864e-05)	(10.0, 6.1548498678246e-05)	(11.0, 0.00011118438470908953)	(12.0, 9.133003029675212e-05)	(13.0, 9.53009011792196e-05)	(14.0, 0.0001330241745626607)	(15.0, 0.0001191261264740245)	(16.0, 0.00014096591632759565)	(17.0, 0.0002183978985357116)	(18.0, 0.0002521503010366852)	(19.0, 0.00031766967059739865)	(20.0, 0.00043282492618895566)	(21.0, 0.0004804753767785655)	(22.0, 0.0004784899413373317)	(23.0, 0.0005757762779577851)	(24.0, 0.0008418246270831064)	(25.0, 0.0010721351382662206)	(26.0, 0.0014970183226902412)	(27.0, 0.001943741296967833)	(28.0, 0.003087352111118468)	(29.0, 0.006472519538421998)	(30.0, 0.015907308755164738)	(31.0, 0.02896551765215906)	(32.0, 0.04345324006684167)	(33.0, 0.09379594111476441)	(34.0, 0.18118289662522633)	(35.0, 0.3306186805451251)	(36.0, 0.8752395055590704)	(37.0, 1.441735858264529)	(38.0, 3.9612057827395573)	(39.0, 4.365934811999614)	(40.0, 3.101037717614892)	(41.0, 5.225205460304841)	(42.0, 8.366668628938696)	(43.0, 10.992831883154741)	(44.0, 10.882072381630076)	(45.0, 11.972449700730351)	(46.0, 11.655087772626345)	(47.0, 7.191924201634073)	(48.0, 5.200866007230758)	(49.0, 3.9752269278255503)	(50.0, 2.237653247075429)	(51.0, 1.7145327024546038)	(52.0, 1.3489366057412637)	(53.0, 0.9519269494767236)	(54.0, 0.8304441111339547)	(55.0, 0.8450747849004061)	(56.0, 0.6999057017437186)	(57.0, 0.45141058735434475)	(58.0, 0.3196948147474571)	(59.0, 0.22522978188899687)	(60.0, 0.15800690871970485)	(61.0, 0.11067015692980998)	(62.0, 0.07237904901017604)	(63.0, 0.045021734065416326)	(64.0, 0.02775837290388894)	(65.0, 0.01579215349957318)	(66.0, 0.008265367741856067)	(67.0, 0.0047352635273424735)	(68.0, 0.0026465854431645774)	(69.0, 0.0014354698240119951)	(70.0, 0.0008557226751717427)	(71.0, 0.0005301112628094091)	(72.0, 0.0003196551060386324)	(73.0, 0.00023229594662434777)	(74.0, 0.00017868918971103675)	(75.0, 0.0001290533036801932)	(76.0, 0.00010721351382662204)	(77.0, 0.000123096997356492)	(78.0, 0.00010721351382662204)	(79.0, 7.743198220811593e-05)	(80.0, 8.735915941428463e-05)	(81.0, 0.00011316982015032327)	(82.0, 0.00011714069103279076)	(83.0, 9.133003029675212e-05)	(84.0, 9.728633662045334e-05)	(85.0, 0.00011118438470908953)	(86.0, 0.00010125720750292083)	(87.0, 0.00013103873912142695)	(88.0, 0.00018861636691720545)	(89.0, 0.0002144270276532441)	(90.0, 0.0002183978985357116)	(91.0, 0.00031568423515616493)	(92.0, 0.00040502883001168334)	(93.0, 0.0003891453464818134)	(94.0, 0.0003752472983931772)	(95.0, 0.0003593638148633073)	(96.0, 0.00031369879971493116)	(97.0, 0.0003494366376571385)	(98.0, 0.0009232274801736899)	(99.0, 0.0007882178701697954)	(100.0, 7.743198220811593e-05)
