Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
CD14_S1	(0.0, 0.00018808479439636286)	(1.0, 0.00018808479439636286)	(2.0, 0.00018808479439636286)	(3.0, 0.00031337730494921946)	(4.0, 0.000448015643795063)	(5.0, 0.0004725484430641539)	(6.0, 0.0004877354140402577)	(7.0, 0.0004877354140402577)	(8.0, 0.0008355754608198667)	(9.0, 0.0011918851644899951)	(10.0, 0.001214373563819995)	(11.0, 0.0012692803050412935)	(12.0, 0.0013849349301670072)	(13.0, 0.003914441769090763)	(14.0, 0.0065566826617986735)	(15.0, 0.006942490136018543)	(16.0, 0.007182269043160489)	(17.0, 0.0072675497263339954)	(18.0, 0.10323752400994397)	(19.0, 0.19956760473996815)	(20.0, 0.19997151975650568)	(21.0, 0.20028723351852812)	(22.0, 0.2008535323016563)	(23.0, 0.25047345528046566)	(24.0, 0.3004692557909337)	(25.0, 0.3032972450209647)	(26.0, 0.3078822499700773)	(27.0, 0.31081654799694103)	(28.0, 0.3768500819153088)	(29.0, 0.4638489372090538)	(30.0, 0.48803798523124314)	(31.0, 0.49617148436034925)	(32.0, 0.5131207280839495)	(33.0, 2.3307762699302783)	(34.0, 4.15531705871433)	(35.0, 4.181944199692453)	(36.0, 4.193472863006121)	(37.0, 4.200989245410756)	(38.0, 5.5757728537087745)	(39.0, 6.922101627483124)	(40.0, 6.89788775460453)	(41.0, 6.900352424759672)	(42.0, 6.898519766242845)	(43.0, 4.827095196414235)	(44.0, 2.759234599793729)	(45.0, 2.7539066014953244)	(46.0, 2.755592355273672)	(47.0, 2.7858240654015454)	(48.0, 2.73832885807372)	(49.0, 2.666882337230908)	(50.0, 2.6823306993420815)	(51.0, 2.6977790614532546)	(52.0, 2.6977790614532546)	(53.0, 1.819717757270603)	(54.0, 0.9489234187000176)	(55.0, 0.9561313887709838)	(56.0, 0.962021889109773)	(57.0, 0.9677850525380702)	(58.0, 0.6818111764295594)	(59.0, 0.39903152919731094)	(60.0, 0.40203942562198197)	(61.0, 0.40176197134453395)	(62.0, 0.4009690362253008)	(63.0, 0.4817549601041485)	(64.0, 0.5567745079262233)	(65.0, 0.552872332556767)	(66.0, 0.559139002484349)	(67.0, 0.5630259908828291)	(68.0, 0.3880758819808569)	(69.0, 0.20859567487099356)	(70.0, 0.2002717544904179)	(71.0, 0.19884330304726167)	(72.0, 0.1871472909957226)	(73.0, 0.16611946939363606)	(74.0, 0.15355429531084924)	(75.0, 0.14644620877976433)	(76.0, 0.14384923674285058)	(77.0, 0.13541900756544217)	(78.0, 0.12380097476872272)	(79.0, 0.10883246252896747)	(80.0, 0.09813937467611959)	(81.0, 0.09135547156394767)	(82.0, 0.07663958874523721)	(83.0, 0.061296075145225844)	(84.0, 0.05012751827797226)	(85.0, 0.045464242016905916)	(86.0, 0.04164939173056229)	(87.0, 0.038921578097546726)	(88.0, 0.038656974334001525)	(89.0, 0.03689265718656608)	(90.0, 0.0346794482239331)	(91.0, 0.03307634661455168)	(92.0, 0.03167826911334766)	(93.0, 0.02898462616502832)	(94.0, 0.02698023805331677)	(95.0, 0.02188471723369978)	(96.0, 0.014693686476514615)	(97.0, 0.011754423478370211)	(98.0, 0.009385256006098013)	(99.0, 0.007859841594402044)	(100.0, 0.007859841594402044)
CD14_S2	(0.0, 0.00044475733131753455)	(1.0, 0.00044475733131753455)	(2.0, 0.00044475733131753455)	(3.0, 0.0005224133732936121)	(4.0, 0.0006063144815824509)	(5.0, 0.0006264073036322051)	(6.0, 0.000640255059369198)	(7.0, 0.000640255059369198)	(8.0, 0.0007105799365433381)	(9.0, 0.0007909512247423554)	(10.0, 0.0008314083934641579)	(11.0, 0.0009044485168612378)	(12.0, 0.0010187603828470022)	(13.0, 0.003308527522652111)	(14.0, 0.005688983886303409)	(15.0, 0.00602974728728235)	(16.0, 0.0062423510665385335)	(17.0, 0.006291225498551449)	(18.0, 0.12009588348987069)	(19.0, 0.2343029409714296)	(20.0, 0.23472000279127309)	(21.0, 0.235176164156727)	(22.0, 0.23587642615762316)	(23.0, 0.462921785499757)	(24.0, 0.6902965042087335)	(25.0, 0.6939083247344879)	(26.0, 0.6990200472737944)	(27.0, 0.7017974726352395)	(28.0, 0.6305217162338258)	(29.0, 0.5858857835749189)	(30.0, 0.615209899733424)	(31.0, 0.6226971911931803)	(32.0, 0.6381559025142434)	(33.0, 2.3596904320628767)	(34.0, 4.093969241283499)	(35.0, 4.12497599552636)	(36.0, 4.13693068159672)	(37.0, 4.143904791520341)	(38.0, 5.831056701197132)	(39.0, 7.486601787215792)	(40.0, 7.458325213050097)	(41.0, 7.459353205270103)	(42.0, 7.450677179013944)	(43.0, 4.884659259339208)	(44.0, 2.327077881203769)	(45.0, 2.313788923139457)	(46.0, 2.3064974009323747)	(47.0, 2.3235695115591084)	(48.0, 2.353537684121695)	(49.0, 2.3711637049779086)	(50.0, 2.3795565310530153)	(51.0, 2.387949357128122)	(52.0, 2.387949357128122)	(53.0, 1.5617963227284641)	(54.0, 0.737655828829249)	(55.0, 0.7381630368236941)	(56.0, 0.7465963200675227)	(57.0, 0.7562750867538138)	(58.0, 0.5779667679657151)	(59.0, 0.4033411376297896)	(60.0, 0.40676397701842754)	(61.0, 0.41086209814271046)	(62.0, 0.41698850819552946)	(63.0, 0.4894315489481849)	(64.0, 0.5585375520928473)	(65.0, 0.5601256996086448)	(66.0, 0.5694520273351983)	(67.0, 0.5758814588664973)	(68.0, 0.39219070749066515)	(69.0, 0.202244300341802)	(70.0, 0.19285606500136543)	(71.0, 0.18760695100317826)	(72.0, 0.17187970183066653)	(73.0, 0.1428659383154436)	(74.0, 0.11946241654605882)	(75.0, 0.10829325120799607)	(76.0, 0.10441017758456991)	(77.0, 0.09698940965727551)	(78.0, 0.08519166481860221)	(79.0, 0.07442870031549124)	(80.0, 0.06875709400501466)	(81.0, 0.06537661245745464)	(82.0, 0.05707963457401758)	(83.0, 0.04704055471394236)	(84.0, 0.03966866121866088)	(85.0, 0.036523863043252044)	(86.0, 0.033099666031502696)	(87.0, 0.030522082792065967)	(88.0, 0.02871997387390084)	(89.0, 0.02588579986639631)	(90.0, 0.02399001495353976)	(91.0, 0.022528397911731283)	(92.0, 0.02136980234840288)	(93.0, 0.02005073573329874)	(94.0, 0.019243493031218747)	(95.0, 0.015939581427145633)	(96.0, 0.010755090289064434)	(97.0, 0.008239414663510736)	(98.0, 0.006830744923049583)	(99.0, 0.006057171274134042)	(100.0, 0.006057171274134042)
CD14_S3	(0.0, 0.00020545110706621068)	(1.0, 0.00020545110706621068)	(2.0, 0.00020545110706621068)	(3.0, 0.00027097335202246167)	(4.0, 0.0003756423619737609)	(5.0, 0.0004600438978496096)	(6.0, 0.0005052986687304101)	(7.0, 0.0005052986687304101)	(8.0, 0.0006021938530089338)	(9.0, 0.0007085286827472563)	(10.0, 0.0007396239854383585)	(11.0, 0.0008043133205010979)	(12.0, 0.0008989874117302572)	(13.0, 0.0034685144332137433)	(14.0, 0.006168253034716221)	(15.0, 0.0065452835798458335)	(16.0, 0.0068126476556630775)	(17.0, 0.006925923401180665)	(18.0, 0.15506255723843548)	(19.0, 0.30382054185625)	(20.0, 0.304482982858223)	(21.0, 0.30506324341736946)	(22.0, 0.3059752797507647)	(23.0, 0.4546405337337683)	(24.0, 0.6036872604480003)	(25.0, 0.6092286099695333)	(26.0, 0.6166323460129585)	(27.0, 0.6198029563409262)	(28.0, 0.6311083199621912)	(29.0, 0.671283173402464)	(30.0, 0.7027929875839038)	(31.0, 0.7139420417818199)	(32.0, 0.7353975230020491)	(33.0, 2.2992044497244883)	(34.0, 3.8935158683868996)	(35.0, 3.9459558752823933)	(36.0, 3.961403855077354)	(37.0, 3.973027945551203)	(38.0, 5.9830630160829426)	(39.0, 7.946083099492261)	(40.0, 7.904827961920104)	(41.0, 7.9066409291216475)	(42.0, 7.895111235102396)	(43.0, 5.218224071801675)	(44.0, 2.5539496630184)	(45.0, 2.5362817007205996)	(46.0, 2.5265477604317597)	(47.0, 2.547715054828834)	(48.0, 2.2107086064487675)	(49.0, 1.8597389789772407)	(50.0, 1.8723928237161007)	(51.0, 1.8850466684549612)	(52.0, 1.8850466684549612)	(53.0, 1.275267782682448)	(54.0, 0.6697261871748595)	(55.0, 0.6703483708653128)	(56.0, 0.6785789087963638)	(57.0, 0.6906036289289917)	(58.0, 0.5879100036084711)	(59.0, 0.48671728191605834)	(60.0, 0.48839726117127136)	(61.0, 0.48987206695604935)	(62.0, 0.49571270876598433)	(63.0, 0.5194908980425865)	(64.0, 0.5355074776581846)	(65.0, 0.5318010286320577)	(66.0, 0.5385939640869077)	(67.0, 0.5456975749320375)	(68.0, 0.3870535051515019)	(69.0, 0.22173560603088843)	(70.0, 0.21119374314534245)	(71.0, 0.2019417800482149)	(72.0, 0.17879604701741922)	(73.0, 0.14470920962545433)	(74.0, 0.11969470443024967)	(75.0, 0.1036820117274879)	(76.0, 0.0954034426592443)	(77.0, 0.08596712883901947)	(78.0, 0.06908210184111983)	(79.0, 0.05557396918814766)	(80.0, 0.05046989736070817)	(81.0, 0.047029424227242655)	(82.0, 0.040064631697698104)	(83.0, 0.03353239703951729)	(84.0, 0.029212648695134624)	(85.0, 0.025564225724922365)	(86.0, 0.02062479241976702)	(87.0, 0.017757916566299867)	(88.0, 0.01491713855616275)	(89.0, 0.011472500873229673)	(90.0, 0.010028790391142788)	(91.0, 0.008936845520748995)	(92.0, 0.008227761564739398)	(93.0, 0.0077996458794744004)	(94.0, 0.007564487652872941)	(95.0, 0.005574943553904744)	(96.0, 0.002783862500747155)	(97.0, 0.001721347113257441)	(98.0, 0.0013529233036941144)	(99.0, 0.0012454779274311098)	(100.0, 0.0012454779274311098)
CD14_S4	(0.0, 0.0004705712929700682)	(1.0, 0.0004705712929700682)	(2.0, 0.0004705712929700682)	(3.0, 0.0005220567008743898)	(4.0, 0.0006044867062756092)	(5.0, 0.0006725114680144796)	(6.0, 0.0007095916322564521)	(7.0, 0.0007095916322564521)	(8.0, 0.0007965566217735963)	(9.0, 0.0009005944926683392)	(10.0, 0.0009792898052682088)	(11.0, 0.0010798597471331271)	(12.0, 0.0011660244453356962)	(13.0, 0.003974513431950707)	(14.0, 0.006955865342513906)	(15.0, 0.007411231100507049)	(16.0, 0.00769613480849573)	(17.0, 0.007749487562800726)	(18.0, 0.1448812716616184)	(19.0, 0.2825313777685091)	(20.0, 0.2830534344693835)	(21.0, 0.28373955088974573)	(22.0, 0.28469269784540446)	(23.0, 0.5821804532282333)	(24.0, 0.8799936604123225)	(25.0, 0.8847625963558746)	(26.0, 0.8911833335727093)	(27.0, 0.8941934959705973)	(28.0, 0.8894648413565455)	(29.0, 0.9057806471505564)	(30.0, 0.9295815776097868)	(31.0, 0.9376685213435666)	(32.0, 0.9540747600561246)	(33.0, 2.906720210494969)	(34.0, 4.876237135663911)	(35.0, 4.909894187189675)	(36.0, 4.9213140774848885)	(37.0, 4.930932778794764)	(38.0, 5.914312872971766)	(39.0, 6.86735365664946)	(40.0, 6.841688847718584)	(41.0, 6.842378432067976)	(42.0, 6.834703638361201)	(43.0, 4.558528686399488)	(44.0, 2.2869407374891475)	(45.0, 2.272022240330384)	(46.0, 2.2657879709898454)	(47.0, 2.2825850186276875)	(48.0, 1.9849401393834305)	(49.0, 1.6754050653147619)	(50.0, 1.6867238521405667)	(51.0, 1.6980426389663719)	(52.0, 1.6980426389663719)	(53.0, 1.202130655047831)	(54.0, 0.7117766943090132)	(55.0, 0.7135058570760381)	(56.0, 0.7227369506258886)	(57.0, 0.7369917395210976)	(58.0, 0.610907443492444)	(59.0, 0.4858069722531745)	(60.0, 0.487985631975219)	(61.0, 0.48916952959324694)	(62.0, 0.49138260184181815)	(63.0, 0.5433588550857457)	(64.0, 0.5920472448456278)	(65.0, 0.5891691305146447)	(66.0, 0.5936398245616319)	(67.0, 0.5987299440861001)	(68.0, 0.4072127631227128)	(69.0, 0.2090670359644728)	(70.0, 0.19951182443221946)	(71.0, 0.19073316223887535)	(72.0, 0.17182974786107205)	(73.0, 0.138870817125389)	(74.0, 0.10956788387845587)	(75.0, 0.09377573536794845)	(76.0, 0.08650882346783641)	(77.0, 0.07812790605783605)	(78.0, 0.0628586145395176)	(79.0, 0.050715794423471953)	(80.0, 0.046331531838458874)	(81.0, 0.043029263110751115)	(82.0, 0.0362441265820132)	(83.0, 0.02968493896775695)	(84.0, 0.025341758003558715)	(85.0, 0.02196933040393989)	(86.0, 0.017918255769561516)	(87.0, 0.015688110639612667)	(88.0, 0.013061021017634643)	(89.0, 0.00997189654337535)	(90.0, 0.008677291960164613)	(91.0, 0.007579559040339313)	(92.0, 0.006837688991728339)	(93.0, 0.006492496671375011)	(94.0, 0.006339374266519673)	(95.0, 0.004700377654270183)	(96.0, 0.002311508080263969)	(97.0, 0.0013322182749957601)	(98.0, 0.000979823332811259)	(99.0, 0.0008568452341382421)	(100.0, 0.0008568452341382421)
CD19_S1	(0.0, 0.00038974940475474084)	(1.0, 0.00038974940475474084)	(2.0, 0.00038974940475474084)	(3.0, 0.00044135273877243266)	(4.0, 0.0004974433192264455)	(5.0, 0.0005227642098313999)	(6.0, 0.0005435978540000333)	(7.0, 0.0005435978540000333)	(8.0, 0.0006618688493573518)	(9.0, 0.0008625128685814206)	(10.0, 0.0012323901819753112)	(11.0, 0.001684640519235952)	(12.0, 0.0019561189286333744)	(13.0, 0.00857833311583543)	(14.0, 0.01547651295887123)	(15.0, 0.016547362269138985)	(16.0, 0.0175634030693631)	(17.0, 0.01793392141796218)	(18.0, 0.3314462912900191)	(19.0, 0.645899700843293)	(20.0, 0.646883369365655)	(21.0, 0.6486785884577861)	(22.0, 0.6506407972208689)	(23.0, 1.273064186262138)	(24.0, 1.8963109850244722)	(25.0, 1.9047075846596366)	(26.0, 1.9190882479352376)	(27.0, 1.9282338972076651)	(28.0, 1.7171672865824328)	(29.0, 1.5561709742816836)	(30.0, 1.6111756410981066)	(31.0, 1.6436299714664013)	(32.0, 1.686826128768043)	(33.0, 3.385781605171064)	(34.0, 5.092635917372421)	(35.0, 5.124617163759286)	(36.0, 5.140352334423451)	(37.0, 5.150527165717809)	(38.0, 5.405880655046311)	(39.0, 5.61654533659789)	(40.0, 5.576873590854376)	(41.0, 5.580710827592636)	(42.0, 5.554582232629144)	(43.0, 3.7351121376506438)	(44.0, 1.9447226047555295)	(45.0, 1.9286662754535648)	(46.0, 1.9171253981369498)	(47.0, 1.9217706597513498)	(48.0, 1.571576332332779)	(49.0, 1.2203669256667917)	(50.0, 1.217975543833835)	(51.0, 1.2155841620008787)	(52.0, 1.2155841620008787)	(53.0, 1.0236040540925377)	(54.0, 0.8253248137404101)	(55.0, 0.808821041865224)	(56.0, 0.8044674512691847)	(57.0, 0.8122076308542359)	(58.0, 0.6011038401871027)	(59.0, 0.3850685656864528)	(60.0, 0.38202621260262715)	(61.0, 0.3860044770860283)	(62.0, 0.38719103325083265)	(63.0, 0.3755318849388602)	(64.0, 0.3666997018817701)	(65.0, 0.36918339278427376)	(66.0, 0.3725898538646466)	(67.0, 0.37354788097880115)	(68.0, 0.27937564260774467)	(69.0, 0.1804145507363259)	(70.0, 0.17417984233066042)	(71.0, 0.16785923520749965)	(72.0, 0.15414268440447404)	(73.0, 0.1300012985770669)	(74.0, 0.10822148644557503)	(75.0, 0.09644663127906604)	(76.0, 0.09047186264910459)	(77.0, 0.08420029471914076)	(78.0, 0.0726292887478818)	(79.0, 0.06253426633656986)	(80.0, 0.05841882031925829)	(81.0, 0.05424151440464601)	(82.0, 0.0473491038784569)	(83.0, 0.04107849750130086)	(84.0, 0.03597553675039607)	(85.0, 0.03277260434767064)	(86.0, 0.02843503963176117)	(87.0, 0.02527056934134706)	(88.0, 0.02169840066043293)	(89.0, 0.01751628698178173)	(90.0, 0.015693823893430204)	(91.0, 0.01419732720691714)	(92.0, 0.013153401375267314)	(93.0, 0.012646663045565632)	(94.0, 0.012417492959710666)	(95.0, 0.010080919636797785)	(96.0, 0.006384390126077042)	(97.0, 0.004512567326925983)	(98.0, 0.003835954667849291)	(99.0, 0.0036712086201157903)	(100.0, 0.0036712086201157903)
CD19_S2	(0.0, 0.0005006152336808212)	(1.0, 0.0005006152336808212)	(2.0, 0.0005006152336808212)	(3.0, 0.0005313426514722647)	(4.0, 0.0005679393513137592)	(5.0, 0.0005983215172199057)	(6.0, 0.000622834401076001)	(7.0, 0.000622834401076001)	(8.0, 0.0007112188837120632)	(9.0, 0.0009490974326817777)	(10.0, 0.0017172828774678654)	(11.0, 0.0026442841894906274)	(12.0, 0.0031100289827564395)	(13.0, 0.009745424966281752)	(14.0, 0.016774753350931076)	(15.0, 0.018333565613047564)	(16.0, 0.01948498065051345)	(17.0, 0.019296127869255927)	(18.0, 0.3274137561394719)	(19.0, 0.6367646241439692)	(20.0, 0.637665041060824)	(21.0, 0.6404729746439454)	(22.0, 0.6435736818257989)	(23.0, 1.5367009503745195)	(24.0, 2.430393396259471)	(25.0, 2.4404319400763703)	(26.0, 2.4553129868364465)	(27.0, 2.463824826816562)	(28.0, 2.0763893756700713)	(29.0, 1.721084445976872)	(30.0, 1.7589575420383097)	(31.0, 1.7813281379461365)	(32.0, 1.8134721242229541)	(33.0, 3.538104378573139)	(34.0, 5.274666466567881)	(35.0, 5.3056324534120645)	(36.0, 5.322535985716211)	(37.0, 5.33605432328502)	(38.0, 5.301116904004263)	(39.0, 5.240541079721343)	(40.0, 5.217849054308305)	(41.0, 5.219462761620183)	(42.0, 5.195288569863565)	(43.0, 3.528230865157412)	(44.0, 1.8854875244733096)	(45.0, 1.862029730378682)	(46.0, 1.8408285026063564)	(47.0, 1.8383243906822964)	(48.0, 1.4401909646179896)	(49.0, 1.0453446817535965)	(50.0, 1.036982335839815)	(51.0, 1.0286199899260333)	(52.0, 1.0286199899260333)	(53.0, 0.9153259290176694)	(54.0, 0.7966252235855524)	(55.0, 0.7827716464361203)	(56.0, 0.7793667723433201)	(57.0, 0.7857967434550938)	(58.0, 0.5524209695734243)	(59.0, 0.3154518140695826)	(60.0, 0.3132463450263046)	(61.0, 0.31671232870280236)	(62.0, 0.318632619688825)	(63.0, 0.31112235542795674)	(64.0, 0.3073339064905915)	(65.0, 0.3111841555154249)	(66.0, 0.31454794463387475)	(67.0, 0.31623760736051887)	(68.0, 0.23569621180275124)	(69.0, 0.1501928561494935)	(70.0, 0.144620490720798)	(71.0, 0.14031485445925765)	(72.0, 0.1305697747448612)	(73.0, 0.10740199223388339)	(74.0, 0.08285665470057008)	(75.0, 0.07100001445569644)	(76.0, 0.06603839961209156)	(77.0, 0.0620193224153478)	(78.0, 0.05378195768404386)	(79.0, 0.04542340954100064)	(80.0, 0.041815527339645754)	(81.0, 0.039248579572461674)	(82.0, 0.03485007055377639)	(83.0, 0.030299995957445675)	(84.0, 0.026285407035210786)	(85.0, 0.02373330509909449)	(86.0, 0.019963845015420555)	(87.0, 0.017112409694751658)	(88.0, 0.014637644180941914)	(89.0, 0.011787589867814205)	(90.0, 0.010574029490994835)	(91.0, 0.009583501832077403)	(92.0, 0.008928904257554068)	(93.0, 0.00851529249896812)	(94.0, 0.008266020637783601)	(95.0, 0.006662670882463784)	(96.0, 0.004126105281185858)	(97.0, 0.002900461088381089)	(98.0, 0.0024647532091361256)	(99.0, 0.0023214736767378217)	(100.0, 0.0023214736767378217)
CD19_S3	(0.0, 0.00018646251291296653)	(1.0, 0.00018646251291296653)	(2.0, 0.00018646251291296653)	(3.0, 0.00022464596265623615)	(4.0, 0.00027205707942079587)	(5.0, 0.00029751271258297564)	(6.0, 0.0003137406787238652)	(7.0, 0.0003137406787238652)	(8.0, 0.0004391096720476004)	(9.0, 0.0006367090244690206)	(10.0, 0.0010548177991578226)	(11.0, 0.0015445205421152552)	(12.0, 0.001774894022232982)	(13.0, 0.007831425542344594)	(14.0, 0.014147922716124969)	(15.0, 0.015088826556882037)	(16.0, 0.015878269380324134)	(17.0, 0.015921862152114368)	(18.0, 0.3269661529332757)	(19.0, 0.6390652615135949)	(20.0, 0.6399686182954376)	(21.0, 0.641414816454464)	(22.0, 0.6431216166579882)	(23.0, 1.1300083301968546)	(24.0, 1.6176752588921417)	(25.0, 1.6277089148984296)	(26.0, 1.6405503272425057)	(27.0, 1.6461394296986767)	(28.0, 1.5753135851607152)	(29.0, 1.5626366798459497)	(30.0, 1.625613916289182)	(31.0, 1.656978438299133)	(32.0, 1.7018207634822142)	(33.0, 3.4519257719464504)	(34.0, 5.200778999649938)	(35.0, 5.224110042029319)	(36.0, 5.244459911569995)	(37.0, 5.261305813205896)	(38.0, 5.762360177576588)	(39.0, 6.2248645310864745)	(40.0, 6.190827803985324)	(41.0, 6.194703742329681)	(42.0, 6.161676012887996)	(43.0, 4.022864122428104)	(44.0, 1.9189429955619537)	(45.0, 1.891122852274422)	(46.0, 1.8691183665782047)	(47.0, 1.8746053283063124)	(48.0, 1.4887408859486289)	(49.0, 1.1011922352618526)	(50.0, 1.1009946359094314)	(51.0, 1.1007970365570097)	(52.0, 1.1007970365570097)	(53.0, 0.9137293159656125)	(54.0, 0.7212385909244272)	(55.0, 0.7085473668160079)	(56.0, 0.706794746472792)	(57.0, 0.7132576135372548)	(58.0, 0.5437755989205347)	(59.0, 0.3675204767101878)	(60.0, 0.36169463686560843)	(61.0, 0.36273163572155276)	(62.0, 0.3635837630416567)	(63.0, 0.33711213192089146)	(64.0, 0.30951472542352887)	(65.0, 0.30866482547132656)	(66.0, 0.31157726810049446)	(67.0, 0.3140289637694269)	(68.0, 0.2321760571410234)	(69.0, 0.14632216137035436)	(70.0, 0.14155527586532168)	(71.0, 0.13628214145577616)	(72.0, 0.12163401554801435)	(73.0, 0.09976062636258237)	(74.0, 0.08256630074777355)	(75.0, 0.07174988402174885)	(76.0, 0.06577449233234167)	(77.0, 0.059121662605406015)	(78.0, 0.04782572538968875)	(79.0, 0.03997361714539989)	(80.0, 0.03738541564363527)	(81.0, 0.033897675705002114)	(82.0, 0.028624859490871107)	(83.0, 0.024920428474944904)	(84.0, 0.022100262515989916)	(85.0, 0.019907896109897186)	(86.0, 0.016993226112827605)	(87.0, 0.015001322817887044)	(88.0, 0.012454804915425487)	(89.0, 0.009684913831965807)	(90.0, 0.008692144138640796)	(91.0, 0.007818697725763504)	(92.0, 0.00721826297855059)	(93.0, 0.00693984199083925)	(94.0, 0.006789017364353335)	(95.0, 0.005285225835297567)	(96.0, 0.0031071782228585636)	(97.0, 0.002171047313319404)	(98.0, 0.0017685301139424368)	(99.0, 0.0016278877407213941)	(100.0, 0.0016278877407213941)
CD19_S4	(0.0, 0.00016855799103386487)	(1.0, 0.00016855799103386487)	(2.0, 0.00016855799103386487)	(3.0, 0.00021345427836531484)	(4.0, 0.0002595320469423293)	(5.0, 0.0002729221677253933)	(6.0, 0.0002851308072628929)	(7.0, 0.0002851308072628929)	(8.0, 0.00040879251096530777)	(9.0, 0.0006183085185120743)	(10.0, 0.0009790541254910935)	(11.0, 0.0013803639219011597)	(12.0, 0.0015993317794124422)	(13.0, 0.007059744269329583)	(14.0, 0.01276078510626002)	(15.0, 0.013646896040433374)	(16.0, 0.014259297152717629)	(17.0, 0.014149419396880131)	(18.0, 0.2518811682231356)	(19.0, 0.49027887864480757)	(20.0, 0.49077549459502656)	(21.0, 0.49222477825625227)	(22.0, 0.4938855470604341)	(23.0, 1.1801548359527863)	(24.0, 1.8668411877248225)	(25.0, 1.8751698428518884)	(26.0, 1.886260801131084)	(27.0, 1.8914947630489347)	(28.0, 1.9908616678988071)	(29.0, 2.1121426868914095)	(30.0, 2.1383699952346134)	(31.0, 2.1534803527112194)	(32.0, 2.1737715054496256)	(33.0, 3.7236874379392515)	(34.0, 5.277157659842618)	(35.0, 5.290395369545004)	(36.0, 5.300551776158958)	(37.0, 5.3094412410505845)	(38.0, 5.48124988081808)	(39.0, 5.638959511055171)	(40.0, 5.6256261013718944)	(41.0, 5.62788233672384)	(42.0, 5.612248189228368)	(43.0, 3.808642634555729)	(44.0, 2.0215116543712406)	(45.0, 2.0078651521578896)	(46.0, 1.99610035574164)	(47.0, 1.9960200150169416)	(48.0, 1.487627847396385)	(49.0, 0.9797819179383611)	(50.0, 0.9783121552688789)	(51.0, 0.9768423925993968)	(52.0, 0.9768423925993968)	(53.0, 0.8543397219988806)	(54.0, 0.7311167416656521)	(55.0, 0.7259048340643854)	(56.0, 0.7258599377770539)	(57.0, 0.7310407330388541)	(58.0, 0.5197509283154134)	(59.0, 0.3057661648708401)	(60.0, 0.3038052998302849)	(61.0, 0.30826145326147225)	(62.0, 0.3129747757771108)	(63.0, 0.28862602261435444)	(64.0, 0.26575057656481693)	(65.0, 0.2686290587060939)	(66.0, 0.2719253913812188)	(67.0, 0.27407371811273684)	(68.0, 0.20548755032647356)	(69.0, 0.13265828956030648)	(70.0, 0.1286341644379139)	(71.0, 0.1261688069055027)	(72.0, 0.11663228411838811)	(73.0, 0.09609459562674087)	(74.0, 0.07581289473829926)	(75.0, 0.06532724868391457)	(76.0, 0.06088606068183772)	(77.0, 0.0565787738875915)	(78.0, 0.04739669547414626)	(79.0, 0.03912120700313084)	(80.0, 0.036272261892993034)	(81.0, 0.03390772409353667)	(82.0, 0.03005373227050536)	(83.0, 0.025969351604588974)	(84.0, 0.02220475852913871)	(85.0, 0.020118656476553705)	(86.0, 0.01783603471012314)	(87.0, 0.016035457291882885)	(88.0, 0.013663830604953133)	(89.0, 0.010951543492218958)	(90.0, 0.009658609182489569)	(91.0, 0.008533445209630335)	(92.0, 0.007773752768732379)	(93.0, 0.007550452813320694)	(94.0, 0.007479563938586826)	(95.0, 0.006278785166011466)	(96.0, 0.004260027544423636)	(97.0, 0.0030198660636627937)	(98.0, 0.002396043966004752)	(99.0, 0.0021944045000950817)	(100.0, 0.0021944045000950817)
