DISTINCT_MIRNA_HAIRPINS_ACCUMULATED_COUNT	CD56_S3
0	0
1	4
2	6
3	6
4	9
5	11
6	11
7	11
8	11
9	11
10	11
11	11
12	11
13	13
14	14
15	17
16	19
17	19
18	20
19	20
20	22
21	22
22	22
23	26
24	26
25	26
26	26
27	26
28	31
29	34
30	34
31	38
32	38
33	38
34	41
35	41
36	42
37	52
38	74
39	92
40	92
41	156
42	156
43	158
44	158
45	158
46	158
47	158
48	158
49	158
50	158
51	158
52	163
53	183
54	228
55	228
56	306
57	352
58	376
59	376
60	376
61	376
62	376
63	403
64	403
65	434
66	460
67	460
68	507
69	507
70	628
71	666
72	858
73	858
74	863
75	888
76	940
77	1028
78	1028
79	1028
80	1118
81	1138
82	1190
83	1296
84	1331
85	1365
86	1419
87	1439
88	1439
89	1444
90	1489
91	1489
92	1551
93	1655
94	1655
95	1655
96	1655
97	1830
98	1844
99	1975
100	1975
101	2019
102	2314
103	2314
104	2356
105	2714
106	2870
107	2909
108	2950
109	2988
110	3110
111	3157
112	3159
113	3392
114	3469
115	3469
116	3657
117	3657
118	3657
119	3716
120	3716
121	3716
122	3716
123	3716
124	3983
125	3983
126	4723
127	4827
128	4827
129	4827
130	5004
131	5004
132	5169
133	5169
134	5345
135	6889
136	6933
137	6933
138	6933
139	6933
140	6933
141	7468
142	7468
143	7709
144	7709
145	7924
146	7924
147	8450
148	8601
149	8736
150	9174
151	9451
152	9690
153	9924
154	9965
155	10218
156	10366
157	10366
158	10366
159	10366
160	10366
161	10366
162	10366
163	10535
164	10599
165	11244
166	12377
167	12985
168	12985
169	13297
170	13297
171	13521
172	13823
173	13823
174	13823
175	14017
176	14018
177	14408
178	14429
179	14594
180	14702
181	14702
182	14702
183	14702
184	14702
185	14774
186	15433
187	15991
188	15991
189	17699
190	17699
191	17739
192	17739
193	17904
194	17937
195	18006
196	18505
197	18505
198	19112
199	19700
200	19853
201	20455
202	20455
203	20455
204	20455
205	20455
206	20455
207	20455
208	20455
209	20455
210	20455
211	20455
212	20455
213	20455
214	20455
215	20455
216	20455
217	20455
218	20455
219	22022
220	22110
221	22188
222	22654
223	23294
224	23736
225	23736
226	24133
227	26254
228	26497
229	26571
230	26571
231	27530
232	29171
233	31048
234	31568
235	32952
236	34284
237	34284
238	34284
239	35254
240	35254
241	35966
242	35966
243	36453
244	36453
245	36453
246	36453
247	36453
248	36503
249	36503
250	37458
251	38361
252	38361
253	38361
254	39047
255	39514
256	39514
257	40095
258	40308
259	40308
260	43219
261	44719
262	45711
263	48056
264	48056
265	48056
266	48056
267	48067
268	49548
269	49915
270	49998
271	51337
272	52250
273	52872
274	53699
275	54611
276	55540
277	58388
278	59731
279	60736
280	60736
281	60867
282	61222
283	61306
284	62254
285	62367
286	62849
287	65158
288	68273
289	68836
290	69736
291	70556
292	71041
293	71152
294	71288
295	71288
296	73933
297	73933
298	73933
299	74212
300	74212
301	77168
302	80216
303	80540
304	81175
305	83384
306	83683
307	84471
308	85116
309	85116
310	87116
311	90007
312	91253
313	93807
314	94561
315	97060
316	98765
317	100525
318	100977
319	100977
320	100977
321	100977
322	100977
323	100977
324	102408
325	102684
326	110050
327	110908
328	113459
329	115474
330	115755
331	115936
332	116560
333	116560
334	116560
335	118874
336	119488
337	126132
338	129791
339	130461
340	133381
341	135233
342	135490
343	136004
344	136004
345	137417
346	138353
347	140453
348	141201
349	143343
350	147095
351	160565
352	162364
353	162448
354	163846
355	164290
356	165426
357	165426
358	165426
359	165426
360	166033
361	168486
362	169663
363	169663
364	169663
365	169663
366	171906
367	171906
368	176391
369	178883
370	179370
371	180178
372	180670
373	183136
374	186717
375	196655
376	201856
377	208070
378	208070
379	208070
380	208070
381	212355
382	213415
383	214356
384	214638
385	216609
386	223855
387	223855
388	226363
389	226399
390	226399
391	232114
392	232838
393	234541
394	235864
395	235864
396	235864
397	237599
398	241340
399	243386
400	247291
401	247291
402	255777
403	256253
404	256902
405	256991
406	257928
407	258227
408	258277
409	262063
410	264158
411	264158
412	264158
413	264158
414	267786
415	272915
416	272915
417	277221
418	280887
419	287737
420	287785
421	290587
422	299290
423	301765
424	302365
425	322254
426	323668
427	323926
428	329385
429	329989
430	330201
431	334714
432	335742
433	342756
434	345805
435	350741
436	351559
437	357054
438	357054
439	359496
440	367518
441	368531
442	368669
443	368669
444	369020
445	369474
446	379448
447	381947
448	381947
449	388865
450	405507
451	405507
452	407025
453	413996
454	423169
455	423169
456	428882
457	430700
458	436395
459	440319
460	445740
461	447993
462	448416
463	448416
464	451179
465	451974
466	452605
467	457498
468	460341
469	465554
470	474097
471	478827
472	478827
473	481676
474	487247
475	507981
476	508308
477	508885
478	521955
479	523411
480	524893
481	527856
482	531433
483	538438
484	554242
485	572883
486	574161
487	577268
488	577268
489	585558
490	591132
491	591550
492	591995
