DISTINCT_MIRNA_HAIRPINS_ACCUMULATED_COUNT	CD14_S2
0	0
1	3
2	5
3	5
4	5
5	9
6	9
7	11
8	14
9	23
10	23
11	23
12	23
13	23
14	23
15	28
16	28
17	29
18	29
19	33
20	37
21	40
22	40
23	41
24	45
25	45
26	46
27	46
28	47
29	54
30	54
31	88
32	88
33	88
34	88
35	88
36	88
37	88
38	88
39	88
40	106
41	112
42	128
43	128
44	128
45	129
46	164
47	165
48	165
49	165
50	165
51	184
52	184
53	184
54	184
55	184
56	209
57	215
58	243
59	246
60	246
61	298
62	332
63	332
64	343
65	468
66	508
67	508
68	521
69	530
70	538
71	538
72	538
73	543
74	568
75	570
76	582
77	599
78	600
79	633
80	675
81	752
82	752
83	752
84	893
85	901
86	901
87	937
88	1112
89	1112
90	1213
91	1213
92	1213
93	1223
94	1269
95	1276
96	1356
97	1356
98	1356
99	1425
100	1476
101	1476
102	1510
103	1510
104	1626
105	1626
106	1658
107	1861
108	2002
109	2002
110	2045
111	2045
112	2056
113	2089
114	2089
115	2092
116	2096
117	2117
118	2117
119	2117
120	2133
121	2201
122	2377
123	2544
124	2681
125	2864
126	2864
127	2864
128	2864
129	2864
130	3029
131	3143
132	3165
133	3363
134	3621
135	3728
136	3728
137	3871
138	3871
139	3871
140	4068
141	4666
142	4666
143	4756
144	6686
145	6686
146	6746
147	6755
148	6822
149	7050
150	7578
151	7578
152	7674
153	7918
154	8184
155	8194
156	8419
157	10223
158	10713
159	10769
160	10787
161	10787
162	11206
163	11782
164	11782
165	11782
166	11782
167	11782
168	11874
169	12254
170	13694
171	14369
172	14369
173	14660
174	14979
175	14979
176	14979
177	15311
178	15311
179	15311
180	15311
181	15311
182	15311
183	15516
184	15516
185	16848
186	17025
187	17063
188	17797
189	17797
190	18311
191	18428
192	18980
193	19464
194	19558
195	19594
196	19608
197	19608
198	20086
199	20155
200	20738
201	20857
202	21072
203	21689
204	22648
205	23073
206	24393
207	24393
208	24459
209	25105
210	25710
211	26429
212	26434
213	26833
214	28183
215	28183
216	28183
217	28211
218	28839
219	29209
220	29209
221	29209
222	29796
223	29796
224	29835
225	29895
226	29895
227	31043
228	33312
229	33343
230	36165
231	37467
232	38317
233	38815
234	38815
235	38815
236	38815
237	38815
238	38815
239	39250
240	39547
241	39686
242	39686
243	39686
244	39686
245	39686
246	39686
247	39686
248	40871
249	40957
250	41963
251	44837
252	45093
253	47374
254	49725
255	50609
256	52246
257	52246
258	52246
259	53133
260	53133
261	53133
262	53794
263	53794
264	53797
265	54282
266	54282
267	56377
268	57395
269	57801
270	58276
271	62965
272	63062
