DISTINCT_MIRNA_HAIRPINS_ACCUMULATED_COUNT	CD4_S2
0	0
1	0
2	0
3	2
4	3
5	3
6	5
7	5
8	6
9	6
10	6
11	6
12	6
13	6
14	9
15	13
16	14
17	14
18	14
19	14
20	14
21	15
22	15
23	15
24	20
25	20
26	37
27	37
28	39
29	63
30	116
31	181
32	181
33	184
34	207
35	207
36	222
37	245
38	297
39	297
40	311
41	311
42	350
43	355
44	394
45	509
46	509
47	653
48	700
49	700
50	700
51	700
52	810
53	826
54	826
55	826
56	826
57	826
58	874
59	910
60	1048
61	1064
62	1145
63	1145
64	1145
65	1145
66	1145
67	1145
68	1145
69	1145
70	1145
71	1151
72	1151
73	1175
74	1200
75	1365
76	1456
77	1617
78	1636
79	1649
80	1649
81	1654
82	1654
83	1753
84	1753
85	1887
86	1887
87	1912
88	1959
89	1963
90	1975
91	2031
92	2145
93	2246
94	2445
95	2465
96	2510
97	2510
98	2510
99	2878
100	3015
101	3015
102	3238
103	3238
104	3450
105	3731
106	3786
107	4160
108	4160
109	4160
110	4160
111	4160
112	4295
113	4295
114	5236
115	5360
116	5875
117	5875
118	5875
119	5912
120	6322
121	6501
122	6501
123	6501
124	6831
125	7093
126	7247
127	7583
128	7690
129	7690
130	7966
131	8153
132	8153
133	8155
134	8155
135	9179
136	9179
137	9329
138	10207
139	10525
140	11414
141	12882
142	13745
143	14147
144	14264
145	15537
146	15792
147	15792
148	16513
149	19212
150	19698
151	20313
152	20752
153	20752
154	21608
155	22151
156	22846
157	23149
158	24006
159	25792
160	26073
161	27778
162	27778
163	27778
164	27778
165	27778
166	28432
167	28952
168	28952
169	28952
170	28952
171	28952
172	28952
173	34282
174	36080
175	36262
176	37136
177	37136
178	49173
179	49406
180	49823
181	49823
182	51042
183	53028
184	56518
185	59328
186	59998
187	59998
188	60002
189	60002
190	60002
191	60258
192	60258
193	60258
194	60258
195	60258
196	60258
197	60690
198	61631
199	61631
200	61974
201	64515
202	64515
203	64515
204	64515
205	64515
206	64515
207	68077
208	70462
209	70462
210	73506
211	73506
212	73506
213	73506
214	73506
215	74062
216	74062
217	74216
218	75892
219	75892
220	75892
221	75892
222	75892
223	76326
224	76378
225	77613
226	81882
227	83842
228	85371
229	86689
230	86910
231	86910
232	86910
233	89644
234	93102
235	93102
236	95395
237	97770
238	99079
239	101820
240	104686
241	107489
242	108348
243	108757
244	113620
245	114830
246	116257
247	116980
248	117930
249	118454
250	120377
251	120377
252	124848
253	124848
254	125172
255	129264
256	136539
257	137693
258	140758
259	140758
260	141184
261	144529
262	150205
263	150205
264	150205
265	152885
266	158229
267	158229
268	158564
269	158564
270	161411
271	165569
272	165569
273	166356
274	166356
275	166356
276	166356
277	166356
278	166356
279	166356
280	166356
281	166356
282	166356
283	166356
284	166356
285	166356
286	177883
287	180963
288	181808
289	184044
290	186313
291	190297
292	190477
293	190954
294	206108
295	206277
296	206867
297	207077
298	209686
299	209686
300	210981
301	212064
302	218041
303	218041
304	218041
305	227696
306	229932
307	235045
308	251441
309	251562
310	253058
311	259841
312	259841
313	268585
314	271886
315	277795
316	281709
317	284353
318	284358
319	296440
320	299997
321	305864
322	319819
323	322832
324	325117
325	325117
326	337989
327	346306
328	346306
329	347241
330	348526
331	355513
332	358656
333	358778
334	358778
335	358778
336	358778
337	370398
338	377761
339	377761
340	377761
341	381580
342	384111
343	384111
344	384111
345	399155
346	401679
347	402647
348	409775
349	418473
350	420019
351	423323
352	432552
353	435439
354	444489
355	446282
356	468299
357	468962
358	475434
359	475434
360	478913
361	484083
362	484560
363	488837
364	488837
365	496667
366	496941
367	504418
368	506147
369	508022
370	508022
371	510820
372	524667
373	553922
374	575815
375	584605
376	586869
377	596497
378	598293
379	606231
380	613660
381	630271
382	633990
383	633990
384	636592
385	644550
386	646923
387	657491
388	667437
389	667437
390	667437
391	696400
392	696409
393	702632
394	738762
395	739758
396	742323
397	762482
398	776134
399	790596
400	834309
401	848297
402	848945
403	854612
404	854973
405	855719
406	855719
407	861506
408	863332
409	881363
410	890680
411	895890
412	902544
413	912393
414	938017
415	953047
416	965353
417	971011
418	971011
419	971011
420	975923
421	978704
422	978704
423	985517
424	992173
425	1010901
426	1019517
427	1030530
428	1047215
429	1050257
