CD4_S2	CD14_S1	CD19_S2	CD4_S3	CD4_S4	CD14_S3	CD56_S4	CD56_S1	CD14_S2	CD56_S2	CD19_S1	CD56_S3	CD14_S4	CD19_S3	CD4_S1	CD19_S4
hsa-mir-663a	142.869189254627	145.116512634876	172.732526249535	149.789961102355	183.076077626962	163.456505956833	152.985857441605	204.352627662795	201.55808913053	222.913842108153	198.868303992132	226.13926596805	167.748462852363	155.824424837906	209.315405616944	232.213293337839
hsa-mir-3178	187.27447780674	174.656769659787	161.161926405069	128.39139523059	123.599585402974	104.564088369445	136.787354888964	303.499455100269	187.675261562866	241.565816651896	153.457431427	149.883001862545	105.073212995436	113.150515961135	487.436913426308	182.781750696616
hsa-mir-4537	339.796990659653	110.775963843417	247.941425238568	268.305095161361	184.934718008962	127.800552451543	179.983361696006	132.195769916633	192.302870752087	181.51555714521	181.64349026053	151.197765036778	125.811347139272	269.621515175962	154.994798622927	285.093548256356
hsa-mir-4258	164.106501170855	201.243000982207	161.161926405069	110.28491641602	127.316866166974	112.576662190858	109.789850634563	179.01510509544	270.97222696885	199.71260548057	171.726173263547	120.300830442306	115.211856354645	129.314875384154	504.819507664393	212.670590433169
hsa-mir-126	61.7812710290277	178.718555000712	55.3735849699468	89.7093723085533	198.874520873959	273.629396001267	241.177704672648	71.05522633019	193.845407148494	93.2598727187171	33.4056993582584	322.774359274165	542.417419717669	79.528648361255	94.8799935495488	150.593769441866
hsa-mir-4700	111.013221380284	290.971531695375	152.89721223045	78.1870676083722	149.620550750969	195.506801242486	152.085940633125	197.192023458977	257.089399401186	180.605704728442	150.325647112163	122.272975203655	210.146425990873	135.134044776441	133.990830585241	142.546774128178
hsa-mir-4293	95.5679036230273	183.149593554449	104.135398600198	130.037438759187	194.22791991896	253.998590138804	232.178536587847	148.169425448226	194.359585947296	168.322697102075	94.9974575500474	282.016700872947	279.27353980366	149.358681068698	75.3245750317029	136.798920332687
hsa-mir-4741	124.527874417884	211.582090940926	157.029569317759	137.444634637875	158.913752660967	124.996151614049	166.484609568805	242.358911513826	203.100625526937	159.679099142779	181.121526208057	183.409462805483	156.688124642317	138.366916661045	272.327309730003	221.867156505955
hsa-mir-564	135.146530375998	151.024564039858	198.353140190854	128.39139523059	172.853555525964	135.813126272957	192.582197014726	203.801811954809	186.646903965261	249.754488402808	177.467777840748	225.481884380934	142.86270187976	126.082003499551	225.249450335188	219.568014987758
hsa-mir-3188	157.349174652055	123.699826291815	193.394311686083	147.320895809459	194.22791991896	129.803695906897	183.583028929926	198.844470582935	159.395427628735	232.467292484217	211.395441251479	216.93592374842	130.880668818877	151.944978576381	208.591130857023	262.102133074392
hsa-mir-1250	123.562542058055	145.485765847687	114.879527027203	156.374135216744	199.803841064959	228.358353910281	248.377039140488	156.431661068015	169.16482480598	161.498803976315	112.222271281649	288.590516744111	245.170830322685	164.229891737876	94.8799935495488	148.294627923669
hsa-mir-766	139.973192175141	177.610795362278	111.573641357355	190.941049317288	210.026363165957	235.569670349553	179.983361696006	154.779213944057	166.079752013166	142.391903224188	141.452258220126	207.075199941674	211.989815692547	148.065532314857	159.340447182448	182.781750696616
hsa-mir-5680	289.599707948568	139.946967655517	184.303126094002	241.145376939506	157.984432469967	181.484797055013	172.784027228165	114.569667261082	208.24241351496	202.897088939258	116.919947753905	135.420606945984	165.44422572527	231.473626937636	137.612204384842	182.781750696616
hsa-mir-1291	225.887772199883	97.4828481822068	182.650183259078	207.401484603261	144.04462960497	121.791122085483	279.874127437289	169.651238059678	108.4917265473	278.414839530999	198.346339939659	240.601660884612	111.064229525878	225.007883168429	155.719073382847	157.491193996455
hsa-mir-491	120.66654497857	208.628065238435	579.356463640786	109.461894651721	85.4974575719823	80.1257382141338	60.2944261681619	90.8845918176849	231.894638259869	132.838452848124	277.684875915523	63.1086323631768	82.4916891499259	199.144908091598	291.882728247849	283.943977497258
hsa-mir-212	110.047889020456	178.349301787901	118.185412697051	162.958309331134	170.994915143965	169.866565013964	199.781531482566	191.133050671131	178.934221983225	173.326885394299	170.160281106129	216.93592374842	133.645753371388	202.377779976202	183.241514259816	208.072307396776
hsa-mir-210	169.898495329826	132.192650186477	214.882568540092	204.109397546066	252.775091951948	163.456505956833	144.886606165285	164.693896687805	158.36707003113	156.949541892475	163.896712476455	200.50138407051	164.983378299852	170.049061130163	199.899833737981	201.174882842187
hsa-mir-5189	153.487845212741	145.855019060499	195.873725938468	188.471984024392	228.612766985953	152.639531297925	215.980034035207	149.271056864198	139.856633274245	168.322697102075	208.785620989115	199.844002483393	131.341516244295	256.690027637547	118.781060626916	181.632179937517
hsa-mir-632	147.695851053769	172.071997170107	142.979555220907	154.728091688147	152.408511323968	157.847704281844	169.184359994245	188.378972131201	201.55808913053	157.859394309243	196.258483729768	168.289686301805	164.983378299852	145.479234807174	207.866856097103	227.615010301446
hsa-mir-181c	239.402425237483	165.056186126691	147.111912308217	136.621612873577	140.327348840971	157.847704281844	122.388685953284	237.401570141953	182.533473574842	221.094137274617	143.018150377544	145.938712339846	171.435242255712	123.495705991867	247.701967892715	114.957075909821
hsa-mir-8079	273.189057831482	98.2213546078295	188.435483181311	291.349704561724	160.772393042967	142.623814021158	206.980865950406	109.061510181222	133.686487688617	190.159155104506	193.648663467404	213.649015812838	121.202872885087	232.120201314557	181.792964739975	170.136472346535
hsa-mir-6759	435.36489428268	15.5086349380783	719.030133191846	223.861919889234	131.034146930973	35.6559535052895	129.588020421124	244.011358637784	31.879085525747	294.337256824439	175.379921630857	85.4596063251353	66.3620292602756	155.824424837906	215.833878456226	195.427029046696
hsa-mir-3138	146.730518693941	242.599360817083	117.358941279589	125.922329937694	146.83259017797	122.592379467625	135.887438080484	241.257280097854	277.142372554478	171.052254352379	81.9483562382277	144.623949165614	121.202872885087	101.512177176561	354.894632360908	121.85450046441
hsa-mir-1908	145.765186334112	152.501576891104	147.938383725679	148.143917573758	170.065594952965	110.573518735505	152.085940633125	217.572204654458	196.416301142506	176.056442644603	158.155107899255	186.696370741065	115.672703780064	119.616259730343	349.824709041466	242.559430169723
hsa-mir-597	254.847742994739	174.287516446976	297.529710286281	130.860460523486	128.246186357973	96.1508858569605	132.287770846564	208.759153326682	177.391685586818	192.433786146426	184.253310522894	113.727014571142	141.019312178086	119.616259730343	254.220440731997	128.751925019
hsa-mir-6132	142.869189254627	187.211378895374	151.244269395526	188.471984024392	184.934718008962	165.059020721116	138.587188505924	174.057763723566	197.444658740111	136.477862515196	151.369575217109	186.696370741065	154.844734940643	155.177850460985	181.068689980055	193.1278875285
hsa-mir-4518	178.586486568283	110.775963843417	141.326612385984	176.126657559912	136.610068076972	142.223185330087	197.081781057126	224.181993150289	131.115593694605	191.069007521274	195.736519677296	191.955423437996	130.419821393458	197.205184960836	215.109603696305	189.679175251205
hsa-mir-1827	141.903856894798	117.05326846121	109.920698522432	97.1165681872412	291.80653997394	315.695408563687	84.5921799971226	117.874561508997	125.973805706581	89.1655368432612	105.436738599503	153.827291385244	418.91030970549	121.555982861105	104.295565428512	155.192052478259
hsa-mir-4763	110.047889020456	141.793233719573	138.847198133598	148.143917573758	166.348314188966	136.614383655098	157.485441484005	212.064047574598	177.90586438562	189.249302687738	164.940640581401	178.150410108551	140.558464752667	150.005255445619	273.775859249843	191.978316769401
hsa-mir-12114	354.276976057081	75.6969086263348	300.835595956129	258.428833989777	183.076077626962	71.7125357016497	178.183528079046	163.041449563847	95.6372565772411	145.121460474491	209.307585041588	151.197765036778	113.368466652971	205.610651860806	246.977693132795	217.268873469562
hsa-mir-4321	146.730518693941	112.252976694662	148.764855143141	227.154006946429	194.22791991896	190.298628258568	155.685607867045	147.61860974024	169.679003604783	170.597328143995	162.330820319037	172.89135741162	170.513547404875	179.101102407054	176.723041420534	160.93990627375
hsa-mir-6776	138.042527455484	107.452684928114	166.947226327302	95.4705246586439	104.083861391978	127.399923760473	170.084276802725	202.700180538837	185.104367568854	374.859195708404	158.155107899255	193.927568199346	116.594398630901	106.038197815007	194.105635658619	144.845915646375
hsa-mir-671	119.701212618741	160.625147572954	144.632498055831	184.356875202899	181.217437244963	168.264050249681	166.484609568805	143.762899784338	160.937964025142	151.035501183483	165.984568686347	176.178265347202	184.799817592851	181.687399914737	177.447316180454	168.986901587437
hsa-mir-9901	137.077195095655	137.362195165837	163.641340657455	167.073418152627	192.36927953696	135.412497581886	157.485441484005	181.76918363537	190.76033435568	189.249302687738	211.395441251479	189.325897089531	114.751008929227	136.427193530283	204.969757057422	152.892910960062
hsa-mir-1224	139.973192175141	125.546092355872	97.5236272605032	169.542483445523	167.277634379965	153.440788680066	146.686439782245	217.572204654458	176.877506788016	160.134025351163	170.682245158602	190.640660263763	143.784396730597	157.764147968668	257.841814531598	180.482609178419
hsa-mir-4506	187.27447780674	92.3133032028473	199.179611608316	174.480614031315	294.594500546939	120.589236012271	206.980865950406	177.362657971482	108.4917265473	190.159155104506	160.764928161619	163.030633604874	148.392870984783	191.386015568549	131.09373154556	289.691831292749
hsa-mir-12136	353.311643697252	50.5876901551603	465.303408031045	256.78279046118	124.528905593974	72.5137930837911	142.186855739844	164.693896687805	97.1797929736482	193.343638563194	214.005261513843	80.2005536282039	88.943553105786	197.205184960836	156.443348142768	279.345694460865
hsa-mir-1182	267.397063672511	166.902452190748	135.54131246375	181.887809910003	170.994915143965	150.636387842572	154.785691058565	112.366404429138	142.427527268257	144.666534266108	164.418676528928	178.807791695668	172.817784531968	189.446292437786	147.752051023725	168.986901587437
hsa-mir-4431	445.983550240794	69.4196040085412	276.867924849734	288.057617504529	133.822107503972	46.0722994731269	171.884110419685	206.555890494738	71.985031832332	188.794376479354	172.24813731602	103.208909177279	89.4044005312046	196.558610583915	262.91173785104	191.978316769401
hsa-mir-3064	364.895632015195	14.4008752996442	266.123796422729	333.323814540955	189.581318963961	49.6779576927629	283.473794671209	73.2584891621339	28.2798339341304	175.601516436219	287.080228860033	143.966567578497	39.1720311605793	314.235147183495	174.550217140773	328.777237102088
hsa-mir-6724-1	123.562542058055	170.964237531673	138.847198133598	176.126657559912	131.963467121973	141.421927947946	161.085108717925	218.67383607043	172.764076397597	152.855206017019	187.385094837731	143.966567578497	123.50711001218	153.884701707144	220.179527015747	136.798920332687
hsa-mir-6724-2	123.562542058055	170.964237531673	138.847198133598	176.126657559912	131.963467121973	141.421927947946	161.085108717925	218.67383607043	172.764076397597	152.855206017019	187.385094837731	143.966567578497	123.50711001218	153.884701707144	220.179527015747	136.798920332687
hsa-mir-6724-3	123.562542058055	170.964237531673	138.847198133598	176.126657559912	131.963467121973	141.421927947946	161.085108717925	218.67383607043	172.764076397597	152.855206017019	187.385094837731	143.966567578497	123.50711001218	153.884701707144	220.179527015747	136.798920332687
hsa-mir-6724-4	123.562542058055	170.964237531673	138.847198133598	176.126657559912	131.963467121973	141.421927947946	161.085108717925	218.67383607043	172.764076397597	152.855206017019	187.385094837731	143.966567578497	123.50711001218	153.884701707144	220.179527015747	136.798920332687
hsa-mir-6765	161.210504091369	180.564821064769	151.244269395526	102.877720537332	126.387545975974	139.018155801522	191.682280206246	191.683866379117	157.852891232328	230.647587650681	146.149934692381	140.022278055799	140.558464752667	125.43542912263	170.928843341172	194.277458287598
hsa-mir-1275	263.535734233196	51.3261965807831	286.785581859276	290.526682797425	171.924235334964	92.1445989462539	279.874127437289	113.46803584511	71.985031832332	154.219984642171	174.857957578384	153.169909798127	98.1605016141576	270.268089552883	123.850983946358	371.311355188722
hsa-mir-1290	201.754463204169	168.379465041993	319.844438557752	128.39139523059	92.9320190999808	57.6905315141763	96.291098507363	261.086645585349	183.047652373644	139.662345973884	241.669356294901	58.5069612533619	87.1001634041117	160.350445476351	236.113571733992	211.521019674071
hsa-mir-12124	141.903856894798	147.701285124556	149.591326560602	162.135287566835	157.984432469967	149.033873078289	160.185191909445	163.041449563847	162.994679220352	135.113083890044	167.550460843765	193.270186612229	179.269648487828	181.687399914737	150.649150063406	158.640764755553
hsa-mir-4767	121.631877338398	118.899534525267	155.376626482836	140.73672169507	159.843072851967	115.381063028353	182.683112121446	228.588518814177	153.739460841909	192.88871235481	151.891539269581	195.899712960695	129.037279117203	130.608024137996	234.665022214151	194.277458287598
hsa-mir-589	126.458539137541	136.623688740214	111.573641357355	153.905069923848	157.055112278968	182.686683128225	171.884110419685	163.041449563847	158.881248829933	148.760870141563	152.413503322054	222.852358032468	171.896089681131	170.695635507084	137.612204384842	152.892910960062
hsa-mir-718	131.285200936684	96.744341756584	169.426640579688	152.259026395251	159.843072851967	115.381063028353	160.185191909445	182.319999343356	151.6827456467	206.081572397946	207.219728831697	194.584949786462	113.368466652971	124.142280368788	236.113571733992	219.568014987758
hsa-mir-3918	131.285200936684	116.314762035588	166.12075490984	98.7626117158385	144.97394979597	120.589236012271	164.684775951845	210.962416158626	163.508858019154	195.16334339673	209.829549094061	133.448462184634	177.426258786153	144.832660430253	128.920907265799	212.670590433169
hsa-mir-647	125.493206777713	119.268787738079	141.326612385984	162.135287566835	170.994915143965	152.639531297925	134.987521272004	150.37268828017	165.051394415561	150.125648766715	185.819202680313	165.660159953339	182.956427891176	153.884701707144	160.064721942369	223.016727265053
hsa-mir-378a	36.6826296734852	189.796151385054	57.0265278048705	49.3813058579193	203.521121828958	344.540674320775	89.9916808480028	84.2748033218533	343.985616398786	86.8909058013413	45.9328366176054	105.181053938628	332.731841152215	74.3560533458888	68.8061021924209	73.5725285822855
hsa-mir-6746	147.695851053769	130.715637335232	144.632498055831	150.612982866654	160.772393042967	149.434501769359	170.984193611205	172.405316599608	134.714845286221	157.404468100859	177.467777840748	195.242331373578	133.18490594597	168.109337999401	191.208536618938	165.538189310142
hsa-mir-1910	202.719795563997	115.945508822776	165.294283492378	148.143917573758	162.631033424966	138.617527110451	172.784027228165	159.736555315931	141.913348469454	191.523933729658	197.824375887187	150.540383449661	156.688124642317	160.350445476351	135.439380105081	133.350208055393
hsa-mir-7846	126.458539137541	126.653851994307	141.326612385984	133.329525816382	186.793358390961	151.838273915784	194.382030631686	175.159395139538	152.196924445502	146.031312891259	139.364402010234	262.295253259454	170.052699979456	112.503941584214	149.924875303486	170.136472346535
hsa-mir-3668	331.108999421196	23.2629524071175	419.847480070641	270.774160454257	194.22791991896	54.8861306766816	195.281947440166	154.779213944057	56.5596678682608	97.809134802557	192.082771309986	108.46796187421	110.142534675041	217.8955650223	246.977693132795	267.849986869883
hsa-mir-4472-1	154.453177572569	104.129406012812	142.153083803445	176.126657559912	182.146757435962	159.450219046126	214.180200418247	153.126766820099	111.062620541312	141.027124599036	149.80368305969	197.214476134928	160.374904045666	235.999647576082	133.990830585241	163.239047791946
hsa-mir-1303	91.7065741837131	168.010211829182	116.532469862127	83.1251981941641	159.843072851967	229.960868674564	89.9916808480028	199.946101998907	231.380459461067	139.2074197655	106.480666704449	115.699159332491	238.258118941406	96.9861565381158	138.336479144762	95.4143730051515
hsa-mir-4265	111.978553740113	194.596443151602	114.053055609741	198.348245195976	172.853555525964	181.084168363942	165.584692760325	143.762899784338	170.193182403585	101.448544469629	115.354055596486	157.114199320826	184.338970167432	153.884701707144	147.027776263805	134.499778814491
hsa-mir-6821	141.903856894798	131.084890548043	128.929541124055	130.860460523486	131.963467121973	123.393636849766	113.389517868484	152.025135404127	229.83792306466	176.96629506137	129.969049065724	117.013922506724	119.820330608831	91.1669871458289	407.766689835084	197.726170564892
hsa-mir-1255a	151.557180493084	267.339326075446	101.655984347813	22.2215876360637	75.2749354709844	179.48165359966	27.8974210628809	493.530874355428	127.002163304186	243.385521485432	72.0310392412448	64.4233955374097	64.0577921331827	39.4410369921671	235.389296974071	40.2349765684374
hsa-mir-219a-1	83.018582945256	162.471413637011	119.011884114512	93.8244811300466	143.11530941397	134.611240199745	140.387022122884	234.647491602023	204.643161923344	168.322697102075	132.056905275615	174.863502172969	119.359483183412	124.788854745709	214.385328936385	180.482609178419
hsa-mir-943	122.597209698227	109.298950992171	120.664826949436	159.666222273939	174.712195907964	165.059020721116	174.583860845125	141.559636952394	130.087236097	141.027124599036	159.1990360042	147.253475514079	174.200326808223	203.024354353122	150.649150063406	228.764581060544
hsa-mir-6869	142.869189254627	112.991483120285	113.226584192279	207.401484603261	184.005397817962	143.024442712229	155.685607867045	136.60229558052	141.399169670652	142.391903224188	128.403156908306	132.791080597518	160.374904045666	133.8408960226	311.438146765695	186.23046297391
hsa-mir-6768	167.967830610169	117.791774886833	118.185412697051	85.5942634870601	206.309082401957	153.440788680066	82.7923463801626	238.503201557925	170.707361202387	211.540686898553	101.261026179721	106.495817112861	189.869139272455	74.3560533458888	229.59509889471	120.704929705312
hsa-mir-4535	244.229087036625	145.855019060499	178.517826171769	172.011548738419	169.136274761965	106.166603133727	153.885774250085	122.281087172885	101.293223364067	137.842641140348	171.726173263547	139.364896468682	120.742025459668	212.722970006934	148.476325783645	251.755996242508
hsa-mir-1285-2	114.874550819598	169.487224680428	104.96187001766	98.7626117158385	164.489673806966	203.5193750639	122.388685953284	143.212084076352	162.480500421549	131.018748014588	126.315300698415	148.568238688312	223.511001328012	139.660065414887	118.781060626916	141.39720336908
hsa-mir-146a	605.263389612506	70.8966168597867	232.238468306792	212.339615189053	142.185989222971	75.7188226123564	138.587188505924	117.323745801011	68.8999590395178	304.345633408887	75.1628235560815	151.197765036778	76.9615200449029	114.443664714977	175.274491900693	111.508363632527
hsa-mir-4300	291.530372668225	97.8521013950182	185.956068928926	316.040357490683	131.963467121973	113.77854826407	218.679784460647	79.3174619499796	100.779044565265	165.138213643387	128.925120960779	200.50138407051	74.1964354923915	231.473626937636	139.785028664602	131.051066537196
hsa-let-7c	312.767684584453	75.6969086263348	188.435483181311	292.172726326022	129.175506548973	112.977290881929	202.481281908006	135.500664164548	113.119335736522	186.519745437434	144.584042534962	140.022278055799	82.0308417245073	172.635358637846	170.204568581252	94.2648022460533
hsa-mir-3605	153.487845212741	161.732907211388	98.3500986779651	130.860460523486	126.387545975974	169.065307631822	161.985025526405	135.500664164548	220.582704686217	156.039689475707	84.5581765005917	155.799436146593	153.001345238969	123.495705991867	154.270523863007	120.704929705312
hsa-mir-181d	150.591848133255	163.948426488257	138.020726716136	119.338155823305	125.458225784974	141.421927947946	144.886606165285	131.644954208647	151.6827456467	139.2074197655	158.155107899255	157.771580907942	145.627786432271	159.05729672251	156.443348142768	163.239047791946
hsa-mir-1233-1	116.805215539256	109.298950992171	143.806026638369	125.099308173395	151.479191132969	127.399923760473	161.085108717925	177.362657971482	144.484242463466	193.343638563194	147.193862797326	174.206120585853	129.498126542621	109.917644076531	197.72700945822	186.23046297391
hsa-mir-1233-2	116.805215539256	109.298950992171	143.806026638369	125.099308173395	151.479191132969	127.399923760473	161.085108717925	177.362657971482	144.484242463466	193.343638563194	147.193862797326	174.206120585853	129.498126542621	109.917644076531	197.72700945822	186.23046297391
hsa-mir-4656	117.770547899084	148.80904476299	103.308927182736	149.789961102355	178.429476671963	148.633244387218	176.383694462086	150.37268828017	137.799918079036	127.8342645559	151.891539269581	155.142054559476	164.061683449015	157.764147968668	132.5422810654	150.593769441866
hsa-mir-3921	104.255894861484	139.946967655517	214.05609712263	67.4877846724897	69.6990143249856	91.7439702551832	196.181864248646	117.874561508997	94.0947201808339	230.647587650681	310.568611221309	78.8857904539711	90.3260953820418	303.889957152763	97.0528178293095	88.5169484505623
hsa-mir-7706	110.047889020456	130.715637335232	121.491298366898	82.3021764298654	139.398028649971	139.819413183663	152.085940633125	191.133050671131	169.16482480598	205.626646189562	150.325647112163	155.799436146593	148.392870984783	89.8738383919873	167.307469541571	124.153641982607
hsa-mir-12135	199.823798484512	57.6035011985767	357.035652343537	115.223047001812	75.2749354709844	116.983577792635	121.488769144804	203.250996246823	143.970063664664	185.609893020666	204.609908569333	81.5153168024368	166.826768001526	140.306639791808	83.2915973908253	140.247632609982
hsa-mir-132	137.077195095655	120.745800589324	178.517826171769	137.444634637875	163.560353615966	110.573518735505	120.588852336324	175.159395139538	170.193182403585	159.679099142779	129.969049065724	190.640660263763	125.350499713854	108.62449532269	197.0027346983	155.192052478259
hsa-mir-346	148.661183413598	154.347842955161	116.532469862127	141.559743459369	147.761910368969	160.652105119338	112.489601060004	179.01510509544	145.512600061071	123.739928680444	146.149934692381	160.401107256408	159.914056620247	122.202557238026	139.785028664602	139.098061850884
hsa-mir-4665	206.581125003312	173.179756808542	144.632498055831	106.992829358825	128.246186357973	87.7376833444765	89.9916808480028	217.021388946472	195.902122343703	167.867770893691	135.710653642925	146.596093926963	101.847281017506	82.7615202458588	227.422274614949	100.012656041544
hsa-mir-520a	264.501066593025	66.0963250932387	235.544353976639	232.092137532221	223.966166030954	82.9301390516285	170.084276802725	131.094138500661	78.6693562167628	147.396091516411	158.155107899255	107.810580287094	117.976940907157	185.566846176262	166.583194781651	239.110717892428
hsa-mir-1284	257.743740074225	182.041833916015	274.388510597348	88.8863505442547	87.3560979539819	79.3244808319924	93.5913480819229	173.50694801558	159.909606427537	168.777623310459	158.677071951728	87.4317510864846	123.046262586761	98.2793052919574	210.039680376864	89.6665192096605
hsa-mir-128-1	179.551818928112	111.145217056228	204.964911530549	141.559743459369	135.680747885972	106.567231824798	153.885774250085	159.736555315931	132.658130091012	172.417032977531	180.599562155585	142.651804404264	114.290161503808	161.643594230193	131.81800630548	163.239047791946
hsa-mir-12116	151.557180493084	153.978589742349	142.979555220907	135.798591109278	167.277634379965	104.564088369445	120.588852336324	150.923503988156	146.540957658676	142.391903224188	183.731346470421	144.623949165614	125.811347139272	128.668301007234	179.620140460215	171.286043105633
hsa-mir-200a	128.389203857198	47.2644112398578	369.432723605466	110.28491641602	107.801142155978	130.204324597967	145.786522973765	119.527008632955	76.6126410215533	205.171719981178	271.943271338323	112.412251396909	115.672703780064	177.161379276292	126.748082986038	163.239047791946
hsa-mir-3154	146.730518693941	114.837749184342	128.103069706593	163.781331095432	187.722678581961	138.617527110451	139.487105314404	141.559636952394	114.147693334126	126.014559722364	151.369575217109	173.548738998736	156.688124642317	143.539511676411	162.237546222129	203.474024360383
hsa-mir-1973	77.2265887862847	106.34492528968	229.759054054406	70.7798717296843	84.5681373809825	115.381063028353	178.183528079046	211.513231866612	133.686487688617	321.177903119094	119.007803963796	160.401107256408	137.793380200156	86.6409665073835	105.744114948352	89.6665192096605
hsa-mir-190b	168.933162969998	180.195567851958	167.773697744764	135.798591109278	241.62324965995	112.176033499787	114.289434676964	109.612325889208	162.994679220352	95.989429969021	116.397983701432	90.0612774349503	173.278631957386	139.013491037966	175.998766660613	182.781750696616
hsa-mir-3180-1	167.967830610169	115.576255609965	127.276598289131	105.346785830228	110.589102728977	108.570375280151	97.191015315843	282.017642488816	134.200666487419	226.553251775225	137.798509852816	134.105843771751	100.003891315832	88.5806896381458	215.109603696305	137.948491091785
hsa-mir-3180-3	167.967830610169	115.576255609965	127.276598289131	105.346785830228	110.589102728977	108.570375280151	97.191015315843	282.017642488816	134.200666487419	226.553251775225	137.798509852816	134.105843771751	100.003891315832	88.5806896381458	215.109603696305	137.948491091785
hsa-mir-1304	72.3999269871419	158.040375083275	86.7794988334986	109.461894651721	126.387545975974	226.755839145999	136.787354888964	128.340059960731	162.480500421549	87.3458320097253	117.441911806377	187.353752328181	231.345407560127	116.383387845739	91.9828945098679	139.098061850884
hsa-mir-3621	121.631877338398	141.423980506762	109.09422710497	118.515134059006	159.843072851967	132.608096744391	143.986689356805	164.143080979819	172.249897598794	136.022936306812	163.374748423983	172.89135741162	130.419821393458	113.150515961135	165.13464526181	139.098061850884
hsa-mir-3652	133.215865656341	142.900993358008	124.797184036746	133.329525816382	138.468708458971	133.008725435462	143.086772548324	153.126766820099	163.508858019154	145.576386682875	144.584042534962	166.317541540456	134.106600796807	146.125809184094	145.579226743964	121.85450046441
hsa-mir-4769	170.863827689655	141.793233719573	95.0442130081176	181.887809910003	165.418993997966	158.248332972914	148.486273399205	103.553353101362	133.172308889814	122.830076263676	145.627970639908	138.050133294449	167.287615426945	135.134044776441	154.994798622927	137.948491091785
hsa-mir-12128	159.279839371712	103.390899587189	157.029569317759	155.551113452446	132.892787312973	117.384206483706	166.484609568805	134.949848456562	106.949190150893	164.228361226619	175.379921630857	178.150410108551	123.50711001218	168.109337999401	154.994798622927	154.04248171916
hsa-mir-7151	135.146530375998	83.8204793081854	147.111912308217	93.0014593657479	205.379762210958	102.961573605162	152.985857441605	111.815588721152	89.981289790415	151.945353600251	164.940640581401	96.6350933061145	176.504563935316	195.912036206994	200.624108497901	339.123373933972
hsa-mir-138-1	107.15189194097	135.51592910178	76.0353704064941	153.08204815955	168.206954570965	153.440788680066	209.680616375847	137.153111288506	148.597672853885	121.920223846908	91.8656732352107	239.286897710379	127.654736840947	173.281933014767	128.920907265799	120.704929705312
hsa-mir-492	184.378480727255	145.855019060499	223.973754132173	91.3554158371506	101.295900818979	139.819413183663	95.391181698883	209.860784742654	114.147693334126	186.974671645818	168.072424896238	111.097488222676	113.829314078389	91.1669871458289	167.307469541571	78.1708116186784
hsa-mir-149	112.943886099941	115.945508822776	117.358941279589	139.913699930771	133.822107503972	139.819413183663	128.688103612644	181.218367927384	152.711103244304	159.679099142779	138.842437957762	150.540383449661	135.949990498481	140.953214168728	165.13464526181	143.696344887276
hsa-mir-4780	223.957107480226	98.9598610334523	144.632498055831	262.543942811271	143.11530941397	116.582949101565	200.681448291046	93.6386703576148	98.7223293700553	156.039689475707	113.788163439068	184.724225979716	93.0911799345533	206.903800614647	143.406402464204	147.145057164571
hsa-mir-1225	168.933162969998	84.9282389466195	131.408955376441	146.49787404516	147.761910368969	122.592379467625	230.378702970887	162.490633855861	106.435011352091	162.408656393083	105.436738599503	172.89135741162	124.428804863017	167.46276362248	178.171590940374	167.837330828339
hsa-mir-5585	75.2959240666276	153.978589742349	61.15888489218	81.4791546655668	187.722678581961	269.62310909056	87.2919304225627	102.45172168539	182.019294776039	72.7881933414377	85.0801405530645	121.615593616539	317.984723538821	93.753284653512	60.8390798332985	96.5639437642498
hsa-mir-4739	95.5679036230273	133.300409824912	96.6971558430414	125.099308173395	141.256669031971	241.178472024543	115.189351485444	112.917220137124	141.399169670652	88.7106106348772	144.584042534962	136.0779885331	209.224731140036	122.849131614947	111.538313027714	136.798920332687
hsa-mir-10398	111.013221380284	175.026022872599	87.6059702509605	124.276286409097	139.398028649971	179.081024908589	131.387854038084	118.425377216983	223.667777479032	94.1697251354851	113.788163439068	112.412251396909	148.853718410202	107.977920945769	179.620140460215	128.751925019
hsa-mir-4449	86.8799123845703	151.763070465481	97.5236272605032	88.8863505442547	86.4267777629821	69.7093922462964	102.590516166723	199.395286290921	189.217797959273	176.96629506137	125.793336645942	116.356540919607	68.6662663873685	92.4601358996704	424.425009313249	165.538189310142
hsa-mir-12118	141.903856894798	105.237165651246	124.797184036746	191.764071081586	133.822107503972	120.589236012271	190.782363397766	145.415346908296	101.293223364067	149.670722558331	163.896712476455	168.289686301805	110.603382100459	157.764147968668	133.26655582532	185.080892214812
hsa-mir-3145	359.103637856224	33.9712955786478	409.929823061098	309.456183376294	137.539388267972	38.4603543427842	142.186855739844	143.762899784338	32.9074431233518	122.830076263676	187.907058890204	77.5710272797382	53.4583013485553	184.920271799341	147.027776263805	273.597840665374
hsa-mir-4267	120.66654497857	157.301868657652	102.482455765275	119.338155823305	149.620550750969	145.828843549723	123.288602761764	142.661268368366	167.108109610771	139.2074197655	143.540114430017	128.189409487703	147.932023559364	130.608024137996	123.850983946358	124.153641982607
hsa-mir-591	119.701212618741	159.148134721709	195.873725938468	92.1784376014493	119.882304638975	124.595522922978	141.286938931364	150.923503988156	144.484242463466	165.593139851771	161.808856266564	111.754869809792	142.401854454341	112.503941584214	82.5673226309051	158.640764755553
