CD4_S2	CD56_S2	CD4_S3	CD56_S3	CD19_S3	CD19_S2	CD56_S1	CD14_S3	CD14_S1	CD14_S2	CD19_S1	CD14_S4	CD4_S1	CD4_S4	CD56_S4	CD19_S4
hsa-miR-3622a-5p	103.356048356487	92.1333291637397	129.682262675571	101.645609821284	178.953067023741	95.6166181538774	62.6377785931884	54.6570150735862	35.0334040817552	41.2143840645683	125.638091134794	58.1577075169619	99.3724520182616	91.1820526026896	115.370276010251	114.437652415155
hsa-miR-3136-3p	163.32439918004	82.2670078306336	157.242103069506	118.807633665498	127.131843657011	82.4840888086689	53.5914858680765	61.6254289641475	49.7275095852403	69.0722547748784	68.5760470479668	47.7546161628336	113.966756027544	116.988293905338	103.376861852792	111.573456336505
hsa-miR-3664-5p	212.272076259529	124.973403552677	154.788144678265	61.3521625348699	80.9480755519344	217.793408017165	77.2366234047482	14.9797196559005	8.21873697652552	21.0433230805865	133.878505018747	16.7666844696855	171.196105457203	47.5981784026619	87.4564005818281	104.022393947336
hsa-miR-502-3p	43.6855535800714	59.5792351032978	37.3756739588981	54.9682212981334	33.8970066373725	50.2429914836346	49.5986394238892	177.102002007735	91.6098611474334	148.066490898634	37.9284803425792	206.789108459454	43.1269882521499	110.450712775333	50.4147940247189	40.7496987553395
hsa-miR-718	57.287646399321	106.622999140862	53.04325445682	83.5715943718227	63.9634346995196	72.9666939461302	142.369931025554	57.2168405844046	75.6289836930783	102.708861875194	92.2249060710928	53.0668330245161	169.474305545996	56.7737308658256	68.1395742397253	95.1694242496907
hsa-miR-1909-3p	72.2797341052091	112.962229755853	71.4479423911259	106.703017814024	68.5167639493159	74.4422590410974	113.109853176744	65.085933821365	67.659299352205	92.5142986211276	80.1464912000929	72.3789547404245	124.543526910676	70.3076707489921	90.1098107936554	81.8899697032222
hsa-miR-3622b-3p	100.476773234164	90.5604373570126	126.284474133853	98.8267266777904	175.989789258	93.1081574924331	60.7037435967851	53.9933566078185	34.4107724926245	40.3966383490015	123.549767068312	56.9403244861596	97.1587092752806	89.0028588926882	112.080047347586	109.750786104636
hsa-miR-639	146.346604493239	82.9342952637905	136.477839759007	114.247675639258	122.723064542129	67.1382118210096	52.6556624827201	71.7699226551687	65.0027379052473	83.5736121309303	67.2778996552893	52.8454906552794	107.65348968645	97.0314672979565	88.0932190326667	79.9371087405063
hsa-miR-200b-3p	47.8555382399873	107.290286574019	41.150994560807	92.6915104243034	96.848590392493	127.267489440925	94.7053265980677	111.305005544476	65.7083870395954	98.4020677732088	86.4679045905228	68.1181141326166	31.5663317054709	49.5479833010842	125.453234815195	40.8798894861872
hsa-miR-500a-3p	24.8213372614042	46.7101203209855	23.2182217017397	42.2832471524103	29.2714023201191	31.6508712870474	38.306370573922	197.201372685272	92.4815453722164	137.108698310039	28.5028014479204	269.428998953461	34.1900268082633	93.8200239358492	41.393199304506	35.9326417139735
hsa-miR-126-3p	27.4027563365903	47.3774077541424	79.0929666099914	158.106181018915	37.4384849427697	17.3378898658651	31.5684421993559	127.090596194523	65.334808086117	90.7697744279184	8.80482579381303	236.614992714109	73.7914247660359	128.687123295871	138.401876648912	84.2334028584814
hsa-miR-4633-3p	178.018630838791	73.1633007068497	102.971869417065	70.4720785873505	123.301265081786	126.972376421931	78.8587172726993	48.2100471204138	36.9843163943648	45.1940798803269	90.2494643865835	67.0114022864328	131.184755139619	91.2967470084792	77.4795781853574	121.59814261178
hsa-miR-6803-5p	53.2169470884507	88.6539018337071	61.3489597810196	59.1965460133744	61.4338073385217	66.8430988020161	117.102699620931	58.7811783965715	129.133791585712	103.363058447648	78.7919026164294	55.0035787553379	147.582849532072	64.9170336768834	58.4811610686739	77.3332941235517
hsa-miR-4633-5p	177.224348046426	72.8296569902712	102.499954341827	70.5549869151003	121.783488665187	126.972376421931	78.6091643699376	48.3996638249189	37.6069479834956	45.9027928338182	89.9672584316536	67.066737878742	131.020774195695	90.9526637911105	77.2673053684112	121.077379688389
hsa-miR-4690-5p	57.0890757012297	87.0333466388974	50.4949130505315	62.3470624678678	53.0498995134999	42.9389442635468	137.940367001533	65.796996463259	135.069546068758	110.286638839447	61.5208981747192	60.9244871324215	161.849191653505	59.5263966047747	53.0682042365462	59.4971639974126
hsa-miR-6744-3p	197.776415298869	124.401442895686	139.120564180343	61.1863458793702	77.4788723139944	213.366712732263	76.1136353423205	17.1129075815825	12.9092282813103	25.3501171825718	134.725122883536	16.6006776927579	163.243029676864	29.2470734763344	81.8311709327542	86.4466452828928
hsa-miR-1200	123.510974212747	61.6764241789339	133.268817247384	65.7463039056105	112.243179760852	120.110998730334	67.5664484227321	33.6095608735235	31.2561057743622	30.202075094935	89.5721700947517	45.4305212858475	78.3828911959225	158.278279989574	120.889369250852	318.186146191852
hsa-miR-4772-3p	184.571463875802	61.1521269100249	104.01008258259	183.061587671612	67.5771880723738	70.4582332846859	123.965404446878	14.9797196559005	8.63382470261267	11.611989161049	24.8905652248176	50.3553890013657	45.4227214670932	326.534973282839	131.184600872742	282.253504477879
hsa-miR-4302	126.688105382207	125.545364209669	103.726933537447	89.2922689865606	127.637769129211	74.2947025316007	67.3792837456608	59.0656034533291	57.1990886548089	58.8231751397741	87.5402872192564	55.5569346784298	77.8089578921867	57.0031196774047	109.638909952704	53.3781996475693
hsa-miR-92a-1-5p	73.074016897574	65.6324853897928	72.9580706318895	106.537201158524	120.916187855702	86.5418928198288	51.7822273230541	80.0656534772655	37.4409128930607	71.7435574457301	112.656617208018	56.8849888938505	93.4691380369788	82.1211945453154	109.638909952704	168.336614986115
hsa-miR-873-3p	75.0597238784864	106.861316081275	86.6436078138092	99.9045349385381	83.5499779803895	68.4662204064801	83.0387283939579	86.2756005498065	50.4746674921971	60.1860846657189	93.9745829916583	88.9796324331824	57.9672636773193	102.651493181644	94.8859491749446	66.6576541940378
hsa-miR-4478	155.183000558299	56.1474711613478	138.8374151352	62.8445124343667	102.775145923974	139.66223623865	64.8837547180437	33.0881149361346	29.1391583713177	29.0027147121036	70.0435180136023	48.6953212320899	70.8397677753944	212.414039522241	80.2391248056578	257.256884155115
hsa-miR-629-3p	142.47447588046	76.8333815892128	136.289073728911	103.71831801503	119.615236641475	63.8919686120816	43.1102639520848	69.3523096727291	61.1424220526368	79.5939163151717	59.9405448271118	48.4186432705439	103.062023256563	94.1641071532178	84.2723083276353	78.635201432029
hsa-miR-6756-5p	61.2590603611456	67.1577138084373	73.9019007823667	73.6225950418438	67.5049130049167	46.1114092177264	109.61611253808	65.4651672303751	134.280879389192	79.8119818393228	71.9060773161397	66.4027107710317	108.063442046261	67.0962273868848	60.6038892381357	73.9483351215107
hsa-miR-99a-5p	430.401988112749	68.3492985105032	414.058287014358	28.4375564181897	51.3875729619869	31.5033147775506	20.5257262521504	52.7608480285355	30.7580005030576	32.4917630985221	10.1029731864906	34.4187384163181	86.2539765042997	124.09934706429	113.778229883155	20.5701354739414
hsa-miR-3163	133.042367721127	80.503462471576	123.830515742612	83.4886860440729	109.424452130026	143.867596759306	66.5058485859948	44.9865631438277	30.0938601413182	38.7611469178678	92.7893179809526	46.8139110935773	64.444510962338	123.755263846921	91.2773112868594	135.007787889096
hsa-miR-4277	136.616640286769	80.5511258596586	130.626092826048	80.7527112283287	125.758617375327	117.012312030902	68.3151071310172	33.2777316406396	16.1054037721813	25.0775352773829	104.980615233925	43.2170975934798	97.2406997472428	103.110270804802	117.811413405132	136.439885928421
hsa-miR-6829-5p	124.503827703204	56.8624219825874	118.545066899939	70.8037118983498	98.583192011463	118.340320616373	75.8640824395588	37.6863200203825	33.3315444047979	40.9418021593794	83.5894038502378	56.8296533015413	70.9217582473567	154.952142221678	94.7798127664715	181.22549734004
hsa-miR-7110-5p	74.5632971332583	91.3707149544175	43.8881019971909	33.8265977219282	41.2690635179951	48.3985351149256	117.227476072312	33.704369225776	150.137230525721	112.194712175769	50.5148659324529	32.4266570931871	209.731627279466	42.6663189537114	32.6900138097124	45.1761836041623
hsa-miR-1538	61.0604896630544	75.3558165586511	68.7108349547419	88.4631857090624	71.9136921197989	72.0813548891498	90.0262096712857	67.029505042542	62.3461764582895	68.9087056317651	93.6923770367283	72.2129479634969	112.654908476148	77.418723907944	76.8427597345189	98.2940017900362
hsa-miR-612	93.5267988009711	63.1539892094957	111.843872831551	64.2539540061137	103.497896598545	76.5818284287999	63.2616608500926	45.7924341379742	41.0106673374102	44.921497975138	85.0004336248873	48.0866297166888	71.9876343828661	159.081140830101	97.3270865698257	263.506039235806
hsa-miR-676-5p	126.588820033162	67.3960307488505	136.100307698816	76.2756615298382	104.943397947686	92.2228184354527	63.0744961730213	46.5509009559945	28.0599302834912	45.2485962613647	68.011635138107	60.9798227247307	80.10469110713	128.343040078503	112.292320164532	167.555470601029
hsa-miR-636	43.0898414857977	69.9698537053129	30.2025648152712	38.8840057146675	38.594886022083	46.7754135104616	150.979506170833	33.8465817541549	195.049722488351	106.688557690953	61.7466629386631	32.8693418316607	123.313669831242	30.9674895631776	33.0084230351317	47.3894260285738
hsa-miR-6859-5p	84.49183203782	73.4016176472629	113.54276710241	87.219560792815	145.706535993482	85.9516667818419	52.8428271597914	55.6999069483641	41.4257550634973	41.814064255984	103.626026650261	58.6557278477446	84.9421289529035	75.6983078211008	93.4000394563213	89.3108413615428
hsa-miR-5585-3p	49.8412452208997	45.327882066589	78.904200579896	90.1213522640588	65.4812111161184	33.9379971842466	59.7055319857383	136.666239772029	98.2097559922191	76.1048679287532	55.2559259752753	112.386587979971	52.883854415659	77.418723907944	66.3352552956827	51.8159108773966
hsa-miR-21-3p	28.8920365722745	37.7017399733668	32.1846081312734	23.4630567532002	20.3815690228978	13.1325293452085	32.1923244562602	152.167405365318	148.22782698572	175.869845227907	9.65144365860274	174.749800512432	62.2307682193569	58.2647581410897	25.6850108504883	16.2738413559663
hsa-miR-664a-3p	92.9310867066974	99.0921838238049	83.2458192720912	63.6735957118649	95.3308139758942	147.187618222983	85.7838103243366	36.6434281456046	37.5239304382781	40.8872857783416	126.879797336485	33.9207180855353	63.6246062427154	53.6769819095079	93.4000394563213	111.182884143961
hsa-miR-1343-3p	46.9619700985768	114.010824293671	52.0994243063428	87.9657357425634	55.5072518070407	59.5390515819283	82.2276814599823	68.4042261502037	52.7161412130677	73.4335652579015	107.068939300406	72.4896259250429	106.505623078978	49.089205677926	76.4182141006265	68.7407058876015
hsa-miR-582-3p	45.6712605609838	37.4634230329537	53.3264035019632	36.4796642099226	64.5416352391763	42.3487182255599	34.1263594526634	79.1649741308664	139.594002283108	163.276561208177	40.6940987008923	147.746031465545	52.9658448876213	62.6231455610925	40.0134259943558	38.9270285234713
hsa-miR-134-5p	191.025011563767	58.3876504012318	85.7941606783797	61.0205292238706	107.256200106313	125.423033072216	73.3685534119417	28.7743349086443	25.1958249734898	27.6943215671967	87.8789343651723	58.3237142938895	115.032632163054	100.357605065853	70.7929844515526	136.570076659269
hsa-miR-4772-5p	205.818528571564	42.0867716769696	110.711276650978	97.2514684505437	71.8414170523418	78.9427325807475	70.18675390173	12.941340082471	5.47915798435035	11.884571066238	27.9948307290465	52.458141509115	45.66869288298	356.928990817069	90.4282200190747	310.504893071836
hsa-miR-766-3p	69.1026029357494	66.7287433156935	69.5602820901714	77.768011429335	83.188602643104	65.0724206880554	79.7945406580557	75.1356191601337	76.4176503726438	69.3448366800674	79.4127557172752	73.4856665866084	71.4137010791303	73.0603364879413	71.1113936769719	91.3938930551065
hsa-miR-378h	42.6927000896153	84.6501772347655	43.7937189821432	64.1710456783639	66.1316867232321	54.3745737495429	46.1672870109157	120.738436593603	60.0631939648102	71.3619427784656	60.3920743549996	141.382438349988	78.7928435557339	72.4868644589935	60.1793436042434	52.4668645316352
hsa-miR-663b	59.2733533802333	104.811790393721	50.0229979752929	73.8713200250933	61.9397328107212	80.7871889494566	100.88176094142	56.3635654141318	62.8027729569854	75.5597041183753	83.7587274231957	55.0035787553379	98.3065758827522	54.3651483442451	72.385030578649	78.635201432029
hsa-miR-6763-3p	62.3511992006474	71.54274551204	56.1578939533949	90.4529855750581	58.6873547751524	61.1621731863922	100.94414916711	62.431299958294	64.3801063161166	85.1545871810261	73.937960191635	76.3077817943772	101.50420428928	73.5191141110994	64.6370727601132	74.9898609682925
hsa-miR-8069	36.1398670526046	88.2249313409634	42.2835907413797	66.0779372166098	48.4965702637036	47.2180830389518	117.788970103526	36.6908323217309	108.794493007441	96.0578633885839	64.0607517690884	34.5294096009365	184.642542859014	36.931598664234	57.2075241669968	67.048226386581
hsa-miR-219a-2-3p	37.9270033354257	44.8512481857626	49.7398489301497	63.2590540731158	64.6139103066334	28.4784063328678	65.4452487492576	106.280162875091	127.390423136146	87.3897588035755	40.4683339369483	145.421936588559	42.9630073082253	51.4977881995065	50.520930433192	61.5802156909763
hsa-miR-4449	69.6983150300231	87.8436242363023	67.672621789217	74.2858616638424	63.8188845646054	57.6945952132192	102.004749003848	60.6299412654959	68.4479660317706	78.3945559323403	76.2520490220602	51.4067652552403	100.520318625733	60.214563039512	76.4182141006265	68.8708966184492
hsa-miR-580-5p	209.789942533389	30.7905487013843	126.662006194044	43.6097803964075	84.7786541271599	92.1490401807044	37.869652994089	17.918778575729	10.4187019247874	16.4639470734122	39.0008629713128	55.2802567168839	60.3449873642249	357.273074034438	65.0616183940056	303.99535652945
hsa-miR-219b-5p	37.5298619392432	44.6129312453494	49.4566998850066	63.176145745366	64.7584604415475	28.5521845876162	65.3204722978767	105.569100233197	126.435721366145	87.2262096604621	40.6376575099063	144.757909480849	43.2909691960744	51.7271770110856	50.520930433192	61.4500249601286
hsa-miR-139-3p	58.0819291916859	85.6034449964183	40.7734625006161	62.0154291568685	40.1126624386818	49.9478784646412	119.660616874238	49.0633222906867	92.3570190543903	112.358261318883	52.8853959538641	72.3236191481153	131.676697971393	46.565928750556	45.2141100095373	40.8798894861872
hsa-miR-5694	32.3670237888711	60.3895127007026	57.3848731490152	76.6072948408375	57.458678628382	39.323809780877	52.5308860313392	110.119901141319	90.074036560911	136.672567261737	40.1296867910324	103.311550841263	53.2118163035081	52.1859546342437	65.486164027898	55.0706791485898
hsa-miR-3713	135.723072145358	68.253971734338	129.399113630427	101.811426476784	110.436303074425	56.4403648824971	37.1833825114943	59.2078159817079	50.1841060839361	66.1828865798756	54.5786316834436	39.6756196856914	99.9463853219975	89.2322477042673	79.2838971294	79.6767272788108
hsa-miR-6813-5p	83.4989785473638	81.7903739498072	70.3153462105532	94.26676865155	93.6684874243813	54.3007954947946	62.0762845619745	68.7360553830876	46.2822814587169	57.6238147569428	84.0973745691116	64.3552938555915	79.8587196912433	61.476201503197	94.0368579071598	95.039233518843
hsa-miR-675-5p	37.331291241152	83.6969094731127	60.1219805853992	69.5600869821024	53.4835499182424	52.2350043618404	66.6930132630661	101.871574495348	52.96519384872	118.84571066238	61.0693686468314	76.5844597559232	55.5895399904137	71.7986980242562	86.8195821309895	68.480324425906
hsa-miR-4750-5p	71.5847366618898	73.9259149161719	82.301989121614	81.0014362115782	74.8769698855393	68.9088899349703	72.4951182522758	62.7157250150516	58.1537904248093	78.0674576461136	74.6716956744528	58.3790498861987	90.5994715182996	65.2611168942521	72.9157126210144	81.7597789723745
hsa-miR-4330	158.55870242585	48.2353487396299	134.6845624731	49.8279049776443	95.5476391782654	143.203592466571	52.2813331285775	20.1467748536636	11.6639651030488	15.2645866905809	52.6596311899202	38.0708875087248	71.0037487193189	212.758122739609	81.5127617073349	252.570017844596
hsa-miR-6126	44.579121721482	80.4557990834933	37.3756739588981	47.5893801283991	38.6671610895401	48.9149828981641	115.106276398837	52.0023812105152	97.4210893126535	121.735078857382	53.8448962006258	46.9799178705049	153.076211153543	42.7810133595009	50.4147940247189	49.212096260442
hsa-miR-3907	71.5847366618898	82.8866318757079	35.016098582705	72.8764200920954	46.9065187796477	48.9887611529125	72.3079535752045	82.9099040448415	77.3308433700356	86.0268492776307	52.3209840440043	86.0468460407952	94.4530237005259	71.9133924300458	50.0963847992996	76.1615775459221
hsa-miR-4435	79.0311378403111	71.5904089001226	105.425827808306	85.312669254569	138.334479112859	79.7542933829795	48.9123689412945	49.0633222906867	35.946597079147	36.8530735815452	95.5549363392657	59.9284464708561	79.3667768594697	74.7807525747845	86.9257185394626	86.1862638211973
hsa-miR-4745-5p	51.0326694094471	82.5053247710468	50.683679080627	81.7476111613266	47.8460946565898	57.3257039394774	102.503854809371	76.2259152110378	61.9310887322024	86.6265294690464	61.4080157927472	71.7149276327142	85.5980527286016	65.3758113000416	66.1229824787365	58.7160196123263
hsa-miR-6797-5p	80.2225620288585	56.9100853706701	78.6210515347528	80.9185278838284	91.6447855355829	64.3346381405718	52.4061095799584	65.796996463259	69.983790618293	60.8947976192101	80.3158147730509	77.5251648251795	69.2819488081115	72.1427812416249	80.451397622604	71.865283427947
hsa-miR-4763-3p	59.1740680311877	69.5885466006518	61.4433427960673	79.4261779843315	61.4338073385217	55.0385780422782	74.429153248679	75.0408108078811	76.4591591452525	75.1780894511108	75.8569606851584	65.2406633325386	86.9099002799978	66.5227553579371	63.5757086753823	68.3501336950583
hsa-miR-1915-3p	53.0183763903594	93.0389335373098	32.656523206512	53.8075047096359	34.6920323794005	60.7932819126504	114.295229464862	46.6931134843733	76.0025626465567	81.6110224135699	53.9013373916118	69.8335174942016	165.374781947883	53.3328986921392	48.9288843060956	57.414112303849
hsa-miR-187-5p	38.3241447316081	94.1828548512932	69.2771330450283	68.7310037046042	59.8437558544658	60.5719471484053	69.1885422906832	82.6254789880839	73.8025976982948	112.957941510298	49.4989244947053	55.0589143476471	66.4942727613945	54.8239259674033	63.7879814923285	56.1122049953717
hsa-miR-10396b-5p	52.9190910413138	71.3520919597094	65.5018124431194	88.0486440703132	62.5179333503779	50.8332175216215	79.7945406580557	69.873755610118	63.6329484091597	87.2262096604621	66.9392525093734	72.6002971096613	72.3975867426774	63.3113119958298	72.2788941701759	80.067299471354
hsa-miR-548o-3p	48.9476770794891	65.8231389421234	42.2835907413797	92.9402354075529	50.5202721525019	26.0437239261719	65.507636974948	108.650371681405	85.1344926204739	101.673050635476	32.7923319628549	98.608025494982	53.5397781913571	65.7198945174103	87.2441277648819	36.193023175669
hsa-miR-665	59.9683508235526	71.3520919597094	52.5713393815814	96.6711101562949	71.985967187256	57.9897082322127	86.2829161298601	63.4741918330719	80.6930539513415	64.1112641004397	72.3011656530416	57.9363651477251	63.5426157707531	60.6733406626702	82.5741257920658	62.4915508069104
hsa-miR-3934-5p	122.418835373246	71.5904089001226	108.729233334976	85.6443025655683	86.1518804088445	100.781095986263	61.5771787564511	33.3251358167659	21.8751231647927	26.331412041252	63.9478693871164	43.7704535165717	73.5454533501491	144.629645700618	96.3718588935678	148.54762389726
hsa-miR-6869-5p	32.5655944869623	74.831519289742	25.2946480327896	64.0052290228642	33.2465310302588	35.1922275149688	180.551525148095	27.7314430338664	111.285019363964	103.417574828685	44.9271880248408	25.6203792391564	160.045401270336	29.1323790705449	47.6552474044185	46.4780909126396
hsa-miR-1323	154.190147067843	45.8998427235806	132.985668202241	51.1544382216415	91.5002354006687	142.908479447578	50.4720745835552	16.1648240590571	10.2941756069613	16.0823324061477	50.5713071234389	31.817965577786	62.0667872754324	200.600515725917	76.2059412836803	249.966203227642
hsa-miR-6791-5p	58.578355936914	67.3483673607678	51.4387432010087	59.859812635373	59.9160309219229	61.4572862053857	71.2473537384672	57.6908823456673	79.3232644552539	77.5222938357357	73.6557542367051	66.1260328094857	110.359175261205	58.0353693295106	51.688430926396	66.7878449248855
hsa-miR-92b-3p	112.490300468684	88.3679215052113	109.861829515549	67.7361037716063	43.1482152718793	50.9069957763699	77.2990116304386	47.7834095352774	31.6296847278406	57.8963966621317	45.2658351707567	51.019416109076	151.108439826449	95.655134428482	81.618898115808	61.4500249601286
hsa-miR-4518	107.625318365449	74.3548854089156	103.160635447161	70.7208035706	136.527602426432	101.297543769501	44.4204166915838	32.282243941988	16.437473953051	17.8813729803947	110.060322422663	30.102562216201	98.7985187145258	69.5048099084653	98.0700414291373	97.903429597493
hsa-miR-1843	32.9627358831448	56.3381247136784	27.8429894390781	81.1672528670778	50.4479970850448	36.0037883172007	58.9568732774532	98.5532821665097	89.9080014704761	99.4923953939646	55.2559259752753	93.738493371773	41.1592169250556	64.8023392710939	74.2954859311646	54.9404884177421
hsa-miR-501-3p	39.7141396182468	58.5306405654798	29.6362667249848	45.6824885901531	41.5581637878235	51.7185565786019	49.7858041009605	115.95061480485	39.433333978279	78.1764904081892	61.9159865116211	173.311075112393	43.5369406119612	82.6946665742632	51.688430926396	54.6801069560466
hsa-miR-330-5p	72.577590152346	88.3202581171287	66.1624935484534	122.870141725239	58.8319049100666	64.1870816310751	93.9566678897825	43.8488629167973	37.5654392108868	36.5259752953185	52.2645428530183	52.6794838783518	67.4781584249417	94.2788015590074	114.733457559413	90.3523672083247
hsa-miR-1292-3p	53.91194453177	95.2791127771938	33.5059703419415	57.7041961138776	36.2820838634563	55.7025823350134	149.731741657024	41.5734624627364	66.3725274013349	79.4848835530961	51.0792778423127	37.5175315856329	144.959154429279	39.3401811858145	49.2472935315148	53.2480089167216
hsa-miR-3941	154.388717765934	44.136297364523	141.574522571584	51.3202548771411	86.5132557461299	139.736014493398	54.4649210277425	14.6952945991429	6.80743870782922	14.2832918319007	46.1688942265324	31.54128761624	60.5909587801117	192.457212914859	77.9041238192498	242.675522300169
hsa-miR-12116	90.0518115843745	59.6745618794631	126.473240163948	31.7538895281826	110.219477872054	151.909426526878	52.9052153854818	44.8443506154489	37.0673339395823	65.5286900074222	79.3563145262892	38.0155519164156	57.4753208455457	40.2577364321309	66.8659373380482	72.1256648896425
hsa-miR-5705	52.9190910413138	56.1951345494305	44.6431661175727	56.7922045086295	62.9515837551204	61.6786209696308	68.9389893879215	54.9414401303438	91.6513699200421	75.9958351666776	62.141751275565	61.7545210170594	97.4866711631296	68.4725602563594	62.1959353652321	78.8955828937244
hsa-miR-548as-3p	40.3098517125205	43.4690099313661	48.4184867194816	64.6684956448628	59.7714807870087	33.4953276557564	37.869652994089	118.652652844047	66.787615127422	82.3197353670611	35.2757443662381	166.726139627599	31.5663317054709	56.429647648457	50.7332032501381	62.3613600760627
hsa-miR-4281	44.1819803252995	97.233311688582	64.7467483227376	67.3215621328572	50.3034469501307	59.0226037986897	82.040516782911	59.8240702713493	48.1501762261091	78.231006789227	58.6423974344342	64.2446226709731	89.2876239669034	55.5120924021406	66.9720737465213	67.8293707716674
hsa-miR-378a-5p	37.2320058921063	75.7847870513948	68.1445368644556	68.9797286878537	53.4835499182424	48.7674263886674	51.5950626459828	99.5487698651613	49.3124218591531	95.8397978644327	45.9995706535745	99.5487305642383	51.9819592240742	65.031728082673	59.9670707872972	50.1234313763761
hsa-miR-6802-3p	28.1970391289552	54.5745793546208	54.742148727679	34.8214976549261	53.3389997833282	62.6377382813595	47.5398279761051	79.4968033637503	65.2102817682909	66.4554684850646	56.271867413023	173.809095443175	52.9658448876213	71.4546148068876	40.6502444451944	68.0897522333628
hsa-miR-596	53.8126591827244	77.8343127389482	46.7195924486226	67.0728371496077	43.5818656766218	55.0385780422782	99.3844435248497	52.1919979150203	52.7991587582851	81.5019896514943	61.5208981747192	67.6754293941431	108.965337237846	61.476201503197	54.5541139551695	63.66326738454
hsa-miR-4783-3p	44.9762631176645	120.111737968248	28.6924365745076	72.5447867810961	44.4491664861068	55.1861345517749	86.7820219353835	47.2619635978885	52.093509623937	64.3838460056286	82.3476976485462	50.2447178167473	109.621261013544	38.8814035626563	66.1229824787365	57.414112303849
hsa-miR-4715-5p	141.183766342867	41.2288306914821	128.832815540141	44.8534053126549	83.2608777105611	133.686197604032	49.6610276495796	15.074528008153	17.8487722217473	14.6103901181274	44.9836292158268	29.1618571469447	58.0492541492815	197.044989146441	71.8543485362835	263.636229966653
hsa-miR-6787-3p	102.363194866031	48.9502995608695	93.0616528370543	86.6392024985662	79.5025742027927	91.3374793784724	81.2294698489355	36.6908323217309	35.4484918078424	42.3047116853241	71.3981065972659	43.6044467396441	89.5335953827902	75.6983078211008	92.2325389631172	76.2917682767698
hsa-miR-320c	107.526033016403	76.8333815892128	72.10862349646	73.7884116973435	48.7133954660748	58.875047289193	45.8553458824636	61.6728331402738	35.9050883065382	58.8776915208119	55.3123671662613	70.9955649326947	124.789498326563	68.816643473728	72.9157126210144	67.4387985791242
hsa-miR-8054	123.610259561793	62.582028552504	119.488897050417	91.447885508056	103.570171666002	47.3656395484485	32.1923244562602	55.1310568348489	43.3766673761069	60.1315682846811	49.1602773487894	37.3515248087053	89.2876239669034	82.4652777626841	71.1113936769719	65.2255561547128
hsa-miR-6741-3p	81.3147008683602	70.9231214669657	80.1311797755164	66.8241121663582	95.4753641108084	65.9577597450358	84.224104682076	40.2935497073272	46.4068077765431	37.4527537729609	91.660494161233	41.280351862658	62.7227110511305	67.3256161984639	82.9986714259582	75.250242429988
hsa-miR-5696	196.187849714139	26.4055169977816	112.976469012124	35.6505809324244	72.6364427943697	81.6725280064369	27.4508193037877	13.4153818437336	6.01877202826364	11.7210219231246	37.2511860507474	50.3000534090565	52.0639496960364	334.792970499687	51.3700217009767	286.419607865006
hsa-miR-4254	40.4091370615661	50.9521618603403	44.2656340573818	48.6671883891468	43.5095906091647	36.2989013361942	40.9890642786103	78.7857407218563	111.700107090051	127.186716961161	38.2671274884951	82.3946969483884	43.3729596680366	59.2970077931956	56.1461600822659	46.8686631051828
hsa-miR-1292-5p	43.3876975329346	56.4334514898437	59.0837674198743	78.5970947068333	53.7003751206136	42.0536052065664	65.070919395115	85.4697295556599	84.5533698039519	71.3619427784656	48.5394242479436	75.8097614635945	55.5895399904137	50.9243161705587	68.5641198736177	43.874276295685
hsa-miR-888-5p	64.7340475777422	63.9642668069005	69.7490481202669	76.1927532020884	108.412601185626	48.7674263886674	44.9195224971072	67.6931635083097	45.8671937326298	31.4559518588041	78.8483438074154	89.3116459870376	51.6539973362251	88.8881644868987	61.8775261398128	45.6969465275533
hsa-miR-6763-5p	59.1740680311877	51.6671126815799	54.5533826975836	62.3470624678678	67.5049130049167	46.5540787462165	56.149403121384	78.4065073128461	72.3912994295985	61.9851252399659	76.2520490220602	72.7109682942797	65.5923775698097	67.0962273868848	45.8509284603759	59.2367825357172
hsa-miR-4537	83.4989785473638	95.2791127771938	71.070410330935	56.6263878531299	71.190941445228	93.6246052756716	62.5753903674979	47.1197510695097	26.9391934230559	41.050834921455	68.7453706209248	57.050995670778	54.8516257427533	70.1929763432026	81.0882160734426	91.9146559784974
hsa-miR-378f	29.0906072703658	70.4464875861393	21.8968594910716	49.2475466833955	40.0403873712247	31.1344235038088	48.6628160385328	103.578124835894	67.4102467165527	80.3026292686629	56.6669557499249	113.935984564628	74.2833675978094	55.0533147789824	45.1079736010642	44.9158021424669
hsa-miR-3913-5p	65.4290450210615	58.101670072736	50.683679080627	56.2118462143808	74.1542192109685	56.7354779014905	50.2849099064839	68.2620136218249	54.8330886161122	59.0957570449631	87.0887576913686	75.6990902789761	43.8649024998102	100.586993877432	59.5425251534048	52.7272459933307
hsa-miR-3913-3p	65.4290450210615	58.101670072736	50.683679080627	56.2118462143808	74.1542192109685	56.7354779014905	50.2849099064839	68.2620136218249	54.8330886161122	59.0957570449631	87.0887576913686	75.6990902789761	43.8649024998102	100.586993877432	59.5425251534048	52.7272459933307
hsa-miR-618	19.8570698091234	30.2662514324753	22.8406896415488	31.7538895281826	25.2962736099795	19.9201287820578	20.7128909292216	142.212528378802	91.3192997391724	149.102302138352	19.6415344631214	154.662980504195	20.9895608223391	72.7162532705726	28.2322846538426	22.2626149749618
