CD4_S2	CD56_S2	CD4_S3	CD56_S3	CD19_S3	CD19_S2	CD56_S1	CD14_S3	CD14_S1	CD14_S2	CD19_S1	CD14_S4	CD4_S1	CD4_S4	CD56_S4	CD19_S4
hsa-miR-140-3p	9418.20821046722	6516.96738915104	6483.07492061301	7044.55479224706	8078.61794008305	5557.27326066563	5468.57753466866	5874.94175985669	3019.47264587574	4275.39266650755	6179.06870676322	7957.20283846965	6375.98905214531	8279.10098751264	8912.48649230251	5680.35177761731
hsa-miR-423-5p	4538.2340195261	4623.96826806098	5138.30572221306	7531.88994276052	4260.97660193241	2936.30076073007	4615.35616012638	8259.65624406469	2867.59204690045	7650.93794760536	3628.60416848871	8897.24388061822	6111.07783723524	6641.83834486686	8619.97455055067	5327.66508775081
hsa-miR-3184-3p	4538.2340195261	4623.96826806098	5138.30572221306	7531.80703443277	4260.97660193241	2936.30076073007	4615.35616012638	8259.65624406469	2867.59204690045	7650.88343122432	3628.54772729773	8897.29921621053	6111.07783723524	6641.83834486686	8619.97455055067	5327.53489701996
hsa-miR-146a-5p	22447.8217071197	15948.2173158388	6006.6294606521	3663.38736995373	2004.33217071986	6268.79074945884	4145.75998535454	743.771523421134	574.481412904612	1630.85753874545	1737.31629973948	752.287377443479	11099.870094251	6725.56526109323	3463.54941770242	3054.27454568775
hsa-let-7d-5p	3866.86648927964	2988.73274972183	4247.6132092077	4678.43402659483	4735.02876938342	3602.81351412677	2979.22494139494	6163.96502169854	5567.44714368908	9974.64417296007	3801.25777171483	4158.85711118202	3611.02436616195	4156.98404343633	5691.883313595	3758.86678103566
hsa-miR-378a-3p	968.032153194765	1129.19332706578	1073.70117918289	1823.98321049613	1654.8099444974	766.556066835483	1050.74249707817	9989.62424761669	4922.98194016618	7887.92065597663	854.519631527751	10910.9614203421	2002.69926815021	5575.29506542987	1913.32103554444	1693.78140832897
hsa-miR-142-3p	4445.40221816845	5788.7661460245	4328.12192104341	4925.0033933228	4022.97480479623	5399.53535201363	4723.84928460203	2050.98908427908	1118.32935162399	1851.04920175708	4694.38317787699	2064.23893550214	3790.17354739949	3165.4509053857	5635.52488069578	4033.43903239353
hsa-miR-378c	940.033684763901	1079.76639362409	1040.19520884095	1738.09018294731	1598.50766694833	738.962999559596	989.352482998786	9219.5908106216	4447.00084466204	7318.87867070419	827.202095090537	9909.22119276875	1942.92821408972	5273.53408379757	1843.69555158609	1637.6692033336
hsa-miR-155-5p	3813.05383009692	3289.82237223986	3456.21162803255	3427.09863586673	4844.59777164836	4030.57983515777	2409.05894681013	2634.2974715128	1418.27174249457	2029.5358332748	4050.72783587287	2498.56799953699	3975.4720140342	5145.64982134222	5400.22046311094	4990.21071339349
hsa-miR-340-5p	145.055894955646	949.121046889575	209.907825466135	1484.3077917051	487.278504795662	294.080123426972	1208.39754339787	7378.55482240576	7059.68751897238	6830.62996212975	353.265414381255	6525.67106543083	650.512404548587	2439.55001114366	1209.63664736783	484.179328022708
hsa-miR-223-3p	46.9619700985768	1233.95745407142	135.91154166872	799.733729474804	711.90941445228	1425.7647730121	1354.32360328778	6239.81170350057	3921.99788870702	5529.70556142499	995.171079464816	10103.0064370355	626.32521531972	4358.73150322014	587.783430123985	1261.28780045281
hsa-miR-363-3p	1559.07783606332	4595.84686909223	2100.49399988706	11284.1550400621	1917.09616429916	1673.6597089666	5338.18614297567	1823.11720964011	1409.26433883847	2012.96285343931	1792.45934333278	1444.31429486225	1575.20094733898	1662.03663429632	6245.49082019065	1382.49537087205
hsa-miR-25-3p	3154.59339522639	2637.78722326937	2666.03702605302	2426.4780282541	2954.60475764561	1439.1924153763	2631.5353596222	3664.9590688501	3130.84068278492	3218.26552180379	2686.82645569664	3738.69395877832	2385.02083891024	2848.43556778339	3208.07908250769	1521.92964360996
hsa-miR-221-3p	2568.61126515916	2985.92060982496	2201.29505995803	2760.59858908589	2911.02289196898	2716.81045285369	2612.19500965816	2975.41792291742	2198.6366675384	2984.17218162752	3282.45034417169	3400.15080503068	2067.22576958451	2948.90786725504	3157.13360644061	3167.14990933273
