CD4_S2	CD14_S1	CD19_S2	CD4_S3	CD4_S4	CD14_S3	CD56_S4	CD56_S1	CD14_S2	CD56_S2	CD19_S1	CD56_S3	CD14_S4	CD19_S3	CD4_S1	CD19_S4
CD4_S2	-2.16362499050647	1.32326582405305	-0.950932275891485	-0.799245905103986	-0.0449630198883464	1.12597257308313	0.0606526589845575	0.16784823240162	1.14988658933731	0.00361084563533032	-0.297472283108292	0.477102599116554	0.929209373325822	-0.230908647739333	-0.495274830486676	-0.255126743212789
CD14_S1	1.32326582405305	-3.1911886473191	1.22988583682019	0.993175659870578	0.131135817230193	-1.5564268833607	0.988652188880445	-0.0527119350553429	-1.88435953298747	0.460837796876949	0.586146074424909	0.293755374165274	-1.29701729734574	0.771372557467026	0.275534003853576	0.927943162426156
CD19_S2	-0.950932275891485	1.22988583682019	-1.89678977927238	-0.422239120583563	0.267710502477636	1.09474164526576	0.0693764832336399	0.10532289245374	1.00197328352915	-0.217352362638897	-0.812683043632211	0.585467266787813	0.932457011662074	-0.408819277418381	-0.213123643623207	-0.364995419169882
CD4_S3	-0.799245905103986	0.993175659870578	-0.422239120583563	-1.46527116408342	-0.174180400715278	0.682945130001885	-0.158589703641754	0.564524744392829	0.84663049059901	0.391405488015431	-0.259859749801179	0.101180246040113	0.651140583577913	-0.48488442561021	-0.0985668279273233	-0.368165045031049
CD4_S4	-0.0449630198883464	0.131135817230193	0.267710502477636	-0.174180400715278	-0.998582442770241	-0.273708799994615	0.240750484314062	0.498786967748785	-0.0305766420974647	0.548031291039454	0.18251706750265	0.132557908623178	-0.45555567620718	0.0826631008291192	0.0894059324232834	-0.195992090515236
CD14_S3	1.12597257308313	-1.5564268833607	1.09474164526576	0.682945130001885	-0.273708799994615	-1.90818328069756	0.508668245770716	0.385187160914203	-1.24673748365166	0.454845733570795	0.553959175405129	-0.0302275733048507	-1.50436068210218	0.44356707567196	0.636939735753844	0.632818227674146
CD56_S4	0.0606526589845575	0.988652188880445	0.0693764832336399	-0.158589703641754	0.240750484314062	0.508668245770716	-1.45787233372245	-0.302644619052487	0.654968355250285	-0.531377191082079	0.208865883868708	-0.74510544520134	0.581170063514225	-0.298792832166049	0.334193679819827	-0.152915918770305
CD56_S1	0.16784823240162	-0.0527119350553429	0.10532289245374	0.564524744392829	0.498786967748785	0.385187160914203	-0.302644619052487	-1.48336018680363	0.0188195345031241	-0.828377217004708	0.25429091040052	-0.408860105597506	0.475667781830568	0.472017473906678	-0.242745958212178	0.37623432317378
CD14_S2	1.14988658933731	-1.88435953298747	1.00197328352915	0.84663049059901	-0.0305766420974647	-1.24673748365166	0.654968355250285	0.0188195345031241	-1.91034735058068	0.312017164906418	0.545143735302294	0.180360377259956	-1.12417757221793	0.654367347674684	0.158393486671174	0.673638216501794
CD56_S2	0.00361084563533032	0.460837796876949	-0.217352362638897	0.391405488015431	0.548031291039454	0.454845733570795	-0.531377191082079	-0.828377217004708	0.312017164906418	-1.20485615908222	0.0678060504915954	-0.406913250192149	0.549909738299787	0.14567063466395	-0.0203504263317154	0.275091862832051
CD19_S1	-0.297472283108292	0.586146074424909	-0.812683043632211	-0.259859749801179	0.18251706750265	0.553959175405129	0.208865883868708	0.25429091040052	0.545143735302294	0.0678060504915954	-1.13645101628367	0.402731081806836	0.534900084960829	-0.443199599890868	-0.118342682025045	-0.268351689422205
CD56_S3	0.477102599116554	0.293755374165274	0.585467266787813	0.101180246040113	0.132557908623178	-0.0302275733048507	-0.74510544520134	-0.408860105597506	0.180360377259956	-0.406913250192149	0.402731081806836	-1.30676269895829	0.131676370296697	0.0297513297404024	0.366069019779143	0.197217499638165
CD14_S4	0.929209373325822	-1.29701729734574	0.932457011662074	0.651140583577913	-0.45555567620718	-1.50436068210218	0.581170063514225	0.475667781830568	-1.12417757221793	0.549909738299787	0.534900084960829	0.131676370296697	-1.86608368050479	0.481716905038374	0.575219623781226	0.404127372090307
CD19_S3	-0.230908647739333	0.771372557467026	-0.408819277418381	-0.48488442561021	0.0826631008291192	0.44356707567196	-0.298792832166049	0.472017473906678	0.654367347674684	0.14567063466395	-0.443199599890868	0.0297513297404024	0.481716905038374	-1.0690627681657	0.224233837255601	-0.369692711257251
CD4_S1	-0.495274830486676	0.275534003853576	-0.213123643623207	-0.0985668279273233	0.0894059324232834	0.636939735753844	0.334193679819827	-0.242745958212178	0.158393486671174	-0.0203504263317154	-0.118342682025045	0.366069019779143	0.575219623781226	0.224233837255601	-1.37181834908289	-0.0997666016486474
CD19_S4	-0.255126743212789	0.927943162426156	-0.364995419169882	-0.368165045031049	-0.195992090515236	0.632818227674146	-0.152915918770305	0.37623432317378	0.673638216501794	0.275091862832051	-0.268351689422205	0.197217499638165	0.404127372090307	-0.369692711257251	-0.0997666016486474	-1.41206444530903
