DISTINCT_MIRNA_HAIRPINS_ACCUMULATED_COUNT	CD19_S3
0	0
1	0
2	0
3	3
4	3
5	3
6	10
7	10
8	11
9	13
10	13
11	13
12	13
13	13
14	13
15	13
16	13
17	26
18	48
19	48
20	48
21	84
22	91
23	91
24	98
25	117
26	129
27	129
28	135
29	179
30	189
31	189
32	249
33	249
34	264
35	264
36	291
37	324
38	369
39	369
40	369
41	369
42	369
43	427
44	496
45	496
46	525
47	525
48	526
49	529
50	529
51	529
52	529
53	564
54	624
55	636
56	636
57	779
58	783
59	811
60	825
61	843
62	860
63	860
64	860
65	860
66	860
67	924
68	953
69	966
70	985
71	985
72	1011
73	1011
74	1032
75	1037
76	1070
77	1070
78	1148
79	1195
80	1303
81	1310
82	1310
83	1318
84	1345
85	1345
86	1345
87	1345
88	1345
89	1345
90	1345
91	1345
92	1345
93	1662
94	1828
95	1828
96	2065
97	2067
98	2067
99	2164
100	2555
101	2599
102	2790
103	2828
104	2839
105	2868
106	2888
107	3186
108	3208
109	3213
110	3272
111	3339
112	3339
113	3521
114	3521
115	3582
116	3842
117	3917
118	3917
119	3990
120	3990
121	3990
122	4315
123	4755
124	4755
125	4864
126	5477
127	5706
128	5726
129	6636
130	6636
131	6636
132	7017
133	7023
134	7103
135	7103
136	10455
137	10771
138	10847
139	10864
140	10890
141	10904
142	10904
143	11123
144	11226
145	11370
146	11869
147	12266
148	12933
149	12933
150	13625
151	15321
152	15321
153	15682
154	16097
155	17319
156	17945
157	17945
158	18701
159	19406
160	19406
161	20396
162	21142
163	21481
164	21481
165	23115
166	23657
167	23657
168	23718
169	24089
170	24485
171	24485
172	24485
173	25156
174	25156
175	25156
176	26344
177	26889
178	26889
179	27521
180	28454
181	29915
182	29937
183	29998
184	29998
185	30639
186	30924
187	30924
188	30924
189	30924
190	30924
191	33837
192	34797
193	35487
194	35487
195	35487
196	36315
197	36660
198	36792
199	36792
200	36792
201	36792
202	36792
203	36831
204	38279
205	38959
206	41615
207	45510
208	45551
209	47542
210	48145
211	50724
212	51276
213	53681
214	54586
215	55994
216	58529
217	58529
218	58933
219	60734
220	61890
221	61890
222	61890
223	61890
224	61890
225	61890
226	61890
227	61890
228	61890
229	61890
230	61890
231	61890
232	61890
233	61890
234	61890
235	61890
236	61890
237	61890
238	61890
239	61890
240	61890
241	62157
242	63214
243	63961
244	64782
245	66218
246	67134
247	67134
248	68392
249	68692
250	70202
251	71080
252	72987
253	77240
254	77240
255	77956
256	81095
257	82523
258	92554
259	93607
260	93607
261	94369
262	95165
263	106652
264	107080
265	107080
266	108496
267	110732
268	110732
269	110732
270	110732
271	111207
272	111603
273	111603
274	111603
275	111603
276	111603
277	111603
278	111603
279	111603
280	111603
281	113047
282	113575
283	113575
284	113657
285	115751
286	118675
287	119281
288	122309
289	127326
290	128270
291	128270
292	131359
293	134067
294	135629
295	140467
296	142984
297	147709
298	147892
299	148189
300	150163
301	150163
302	155433
303	160075
304	160075
305	162228
306	162640
307	166276
308	166276
309	166276
310	166975
311	169564
312	176859
313	177589
314	177589
315	184658
316	190854
317	192133
318	194284
319	195781
320	200180
321	202930
322	202971
323	205048
324	207191
325	208170
326	208170
327	210585
328	217363
329	217447
330	217758
331	220789
332	221802
333	222112
334	222112
335	222112
336	222112
337	222112
338	222390
339	222869
340	222974
341	228589
342	229136
343	239017
344	239522
345	240703
346	240703
347	240703
348	240703
349	240703
350	240810
351	246842
352	251692
353	251692
354	259558
355	261038
356	264285
357	265584
358	269595
359	279817
360	279817
361	283248
362	283592
363	290479
364	305017
365	305295
366	319511
367	329036
368	329036
369	329036
370	329036
371	329667
372	339784
373	339834
374	344859
375	344859
376	344859
377	344859
378	345818
379	345818
380	349824
381	351851
382	363468
383	369598
384	373103
385	379761
386	399026
387	401187
388	407287
389	408030
390	415506
391	416362
392	417009
393	418552
394	424149
395	427406
396	428610
397	430934
398	430934
399	430934
400	430934
401	430934
402	430934
403	430934
404	439340
405	441847
406	443748
407	445529
408	453395
409	453395
410	457305
411	459115
412	460306
413	465000
414	467386
415	469643
416	470557
417	476020
418	490804
419	492743
420	496409
421	496409
422	496409
423	500917
424	500917
425	501519
426	512756
427	512756
428	512756
429	514925
430	523460
431	531436
432	541420
