LENGTH	CD19_S3
0	75
1	151
2	96
3	77
4	59
5	66
6	109
7	8543
8	13368
9	22938
10	67052
11	118708
12	146202
13	155889
14	167585
15	196122
16	264226
17	364319
18	4494905
19	7126289
20	17680156
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
