DISTINCT_MIRNA_HAIRPINS_ACCUMULATED_COUNT	CD56_S2
0	0
1	0
2	0
3	1
4	1
5	1
6	1
7	1
8	1
9	2
10	2
11	3
12	3
13	4
14	4
15	9
16	9
17	9
18	13
19	13
20	25
21	30
22	41
23	41
24	42
25	42
26	59
27	64
28	71
29	77
30	82
31	85
32	91
33	126
34	127
35	127
36	130
37	130
38	130
39	130
40	147
41	183
42	183
43	187
44	203
45	211
46	211
47	211
48	280
49	280
50	323
51	323
52	323
53	347
54	347
55	348
56	390
57	390
58	395
59	431
60	437
61	442
62	458
63	491
64	517
65	521
66	523
67	523
68	523
69	523
70	523
71	573
72	676
73	676
74	676
75	680
76	726
77	736
78	736
79	736
80	736
81	736
82	736
83	736
84	736
85	736
86	739
87	944
88	944
89	944
90	944
91	944
92	1036
93	1048
94	1107
95	1229
96	1264
97	1285
98	1286
99	1409
100	1410
101	1534
102	1805
103	1805
104	1809
105	1896
106	1932
107	1932
108	1977
109	1977
110	1977
111	2004
112	2004
113	2021
114	2069
115	2753
116	2801
117	2801
118	2918
119	2918
120	2921
121	3071
122	3071
123	3071
124	3071
125	3756
126	4152
127	4152
128	4152
129	4557
130	4566
131	4808
132	4808
133	5075
134	5244
135	5330
136	5830
137	6191
138	6374
139	6374
140	6481
141	7048
142	7048
143	7126
144	7279
145	7632
146	7632
147	7713
148	7753
149	7753
150	8046
151	8141
152	8429
153	8974
154	9399
155	9399
156	9458
157	9514
158	9514
159	9533
160	9533
161	9784
162	9784
163	10148
164	10148
165	10467
166	10582
167	10582
168	10675
169	10675
170	10675
171	10675
172	10675
173	10675
174	10675
175	10675
176	10675
177	10675
178	10675
179	10675
180	10675
181	10675
182	10675
183	10675
184	11005
185	11005
186	11005
187	11005
188	11005
189	11005
190	11547
191	11800
192	11862
193	11909
194	12106
195	12287
196	13796
197	15203
198	15658
199	15827
200	16157
201	16157
202	16678
203	16714
204	17078
205	17081
206	17461
207	17523
208	18377
209	19256
210	19265
211	19265
212	19476
213	19531
214	19550
215	22402
216	22402
217	23244
218	24124
219	24124
220	24124
221	24124
222	24124
223	24124
224	24245
225	24419
226	24477
227	26448
228	26519
229	26542
230	26542
231	26542
232	27170
233	27254
234	27254
235	27292
236	27292
237	28135
238	28135
239	28135
240	28135
241	28135
242	29215
243	29215
244	29215
245	30064
246	33416
247	33873
248	34736
249	35484
250	36509
251	37660
252	39241
253	39614
254	40588
255	42433
256	42433
257	42433
258	42433
259	42433
260	42637
261	42951
262	42956
263	42956
264	46085
265	47690
266	49763
267	50704
268	50938
269	52005
270	52359
271	52359
272	52359
273	52359
274	52359
275	52359
276	52359
277	52359
278	52359
279	52359
280	52359
281	52359
282	52359
283	52963
284	53703
285	54761
286	64582
287	67925
288	67925
289	67925
290	67925
291	67925
292	67925
293	67925
294	70999
295	71083
296	72370
297	72387
298	72996
299	73021
300	73123
301	73164
302	75989
303	79466
304	79466
305	79466
306	79534
307	80098
308	85904
309	85904
310	85904
311	85904
312	85957
313	87564
314	89127
315	89127
316	89127
317	93958
318	94195
319	96432
320	96898
321	99331
322	99804
323	100530
324	103094
325	107990
326	116533
327	116869
328	117639
329	117689
330	117689
331	118815
332	127061
333	131238
334	133618
335	133673
336	134503
337	136792
338	137386
339	146445
340	146445
341	150903
342	154081
343	157392
344	159339
345	163366
346	163618
347	166319
348	166943
349	166943
350	166943
351	167525
352	167711
353	172302
354	172421
355	172421
356	172421
357	172932
358	176381
359	177023
360	177023
361	177564
362	181625
363	182731
364	183425
365	183685
366	184334
367	184334
368	186227
369	190087
370	196818
371	196818
372	204823
373	205782
374	205782
375	206319
376	208501
377	209138
378	209690
379	211973
380	212123
381	213537
382	217975
383	217975
384	221548
385	222483
386	235409
387	238735
388	245391
389	252368
390	252368
391	252368
392	252368
393	253279
394	260153
395	261213
396	261213
397	262002
398	265754
399	265785
400	269759
401	270022
402	270105
403	272390
404	273043
405	275606
406	278043
407	279368
408	279835
409	284245
410	286323
411	286323
412	289424
413	292923
414	295199
415	304326
416	304370
417	310732
418	327031
419	330468
420	336282
421	338006
422	338006
423	348827
424	351830
425	354349
426	354534
427	355018
428	355221
429	361444
430	361624
431	361975
432	361975
433	364312
434	366957
435	367860
436	374769
